id	x	y	group	color	size
_h5_4339	41352.68	31492.75	-1	ddd	10
_h5_4338	21917.42	22470.37	108	E5AA70	50
_h5_4310	21929.27	22470.53	108	E5AA70	50
_h6_202	22404.53	18782.9	301	CCFF00	50
_h5_4448	24525.79	19293.43	301	CCFF00	50
_h5_3792	25226.13	24843.5	-1	ddd	10
_h5_4347	23739.8	25619.3	-1	ddd	10
_h5_4324	24498.77	19255.48	301	CCFF00	50
_h5_4333	21462.22	18954.44	301	CCFF00	50
_h5_4365	21506.38	18952.62	301	CCFF00	50
_h5_4332	22528.85	18815.64	301	CCFF00	50
_h5_4209	22500.84	18977.66	301	CCFF00	50
_h5_4280	22369.92	18840.51	301	CCFF00	50
_h6_1462	40962.13	30466.69	7962	FF033E	50
_h5_4331	9922.21	25659.24	-1	ddd	10
_h6_1307	22640.38	27282.02	-1	ddd	10
_h6_1222	39461.66	29409.57	7962	FF033E	50
_h5_4631	22481.03	22235.23	50084	0000FF	50
_h6_1549	20923.36	13187.91	-1	ddd	10
_h5_4330	32405.88	25562.76	-1	ddd	10
_h6_1265	24134.42	21973.12	-1	ddd	10
_h5_4337	9876.4	26076.05	-1	ddd	10
_h6_1781	18661.3	27888.23	-1	ddd	10
_h6_979	19700.33	19273.16	27340	89CFF0	50
_h6_783	42397.92	28718.26	-1	ddd	10
_h6_1194	19721.45	17867.81	27340	89CFF0	50
_h5_4378	9858.58	26255.79	-1	ddd	10
_h5_4336	33638.62	26665.7	411	6495ED	50
_h6_1703	15665.2	14067.74	27340	89CFF0	50
_h5_3818	21593.23	11777.54	-1	ddd	10
_h5_3819	21596.84	11764.75	-1	ddd	10
_h5_4049	32514.05	21838.15	100564	006B3C	50
_h6_1495	16677.45	15263.94	27340	89CFF0	50
_h6_1439	32570.37	19708.02	100564	006B3C	50
_h5_3849	15453.68	14054.86	27340	89CFF0	50
_h5_3860	14288.33	12900.89	27340	89CFF0	50
_h5_4335	37527.55	28132.71	7962	FF033E	50
_h6_1463	22545.41	15598.6	-1	ddd	10
_h6_1925	7393.98	24892.04	-1	ddd	10
_h6_1611	26346.55	23539.5	1228	7CB9E8	50
_h5_4724	18722.52	26691.57	-1	ddd	10
_h6_1169	19181.13	26591.18	-1	ddd	10
_h6_1127	22928.85	21949.52	50084	0000FF	50
_h5_4730	26479.17	23234.95	1228	7CB9E8	50
_h5_4725	26929.69	26064.77	84	014421	50
_h5_4743	25894.77	25510.4	61	B48395	50
_h5_4689	28874.25	22751.81	484	FBCCE7	50
_h5_4134	28769.97	22726.73	484	FBCCE7	50
_h5_4688	25774.3	22164.66	1228	7CB9E8	50
_h5_4720	13872.38	12263.02	-1	ddd	10
_h5_4700	13608.44	11948.62	-1	ddd	10
_h5_4721	19770.49	19611.76	27340	89CFF0	50
_h5_4749	21181.38	18970.99	301	CCFF00	50
_h5_4722	22389.24	16670.9	-1	ddd	10
_h5_4638	24133.73	23868.08	60	6F00FF	50
_h5_4723	26763.26	26087.86	84	014421	50
_h6_1170	41371.18	30805.83	7962	FF033E	50
_h5_4620	27046.5	26187.57	84	014421	50
_h5_4642	27274.37	26245.65	84	014421	50
_h5_4741	26668.24	26054.91	84	014421	50
_h5_4745	26812.28	26104.22	84	014421	50
_h5_4779	27051.19	26209.02	84	014421	50
_h6_1221	18042.71	16760.7	27340	89CFF0	50
_h5_4644	28458.3	26413.41	84	014421	50
_h5_4682	32458.28	25738.32	-1	ddd	10
_h6_1418	7731.67	14385.92	122465	960018	50
_h5_4680	26483.67	25881.51	84	014421	50
_h5_4735	26642.86	26043.34	84	014421	50
_h5_4687	31535.27	21950.57	100564	006B3C	50
_h6_1192	14918.42	13649.75	27340	89CFF0	50
_h5_4685	19295.09	20238.3	-1	ddd	10
_h5_4671	19971.14	21728.88	166	AB4E52	50
_h5_4684	40125.63	27305.53	-1	ddd	10
