id	x	y	group	color	size
_h5_4339	41198.13	31667.8	-1	ddd	10
_h5_4338	21684.65	22358.42	108	E5AA70	50
_h5_4310	21690.63	22357.7	108	E5AA70	50
_h6_202	22525.94	18750.06	301	CCFF00	50
_h5_4448	24868.96	19898.27	1228	7CB9E8	50
_h5_3792	25226.13	24843.5	-1	ddd	10
_h5_4347	24041.7	25866.72	-1	ddd	10
_h5_4324	24849.82	19849.61	1228	7CB9E8	50
_h5_4333	22150.91	18891.6	301	CCFF00	50
_h5_4365	22192.85	18883.23	301	CCFF00	50
_h5_4332	23090.79	18659.02	301	CCFF00	50
_h5_4209	22826.51	18711.62	301	CCFF00	50
_h5_4280	23048.18	18663.67	301	CCFF00	50
_h6_1462	41385.31	30816.41	7962	FF033E	50
_h5_4331	9857.54	25194.71	107869	A67B5B	50
_h6_1307	22589.53	27512.2	-1	ddd	10
_h6_1222	40108.99	29700.26	7962	FF033E	50
_h5_4631	22464.09	22261.67	50084	0000FF	50
_h6_1549	20950.28	13503.84	-1	ddd	10
_h5_4330	32493.35	25178.94	411	6495ED	50
_h6_1265	23875.8	21919.82	-1	ddd	10
_h5_4337	9919.76	25699.66	-1	ddd	10
_h6_1781	18415.23	27729.39	-1	ddd	10
_h6_979	19775.57	18580.62	301	CCFF00	50
_h6_783	42560.79	29201.54	-1	ddd	10
_h6_1194	19335.94	17276.53	27340	89CFF0	50
_h5_4378	9909.59	25772.93	-1	ddd	10
_h5_4336	32933.93	26543.12	411	6495ED	50
_h6_1703	15798.13	14295.42	27340	89CFF0	50
_h5_3818	21501.97	12023.41	-1	ddd	10
_h5_3819	21596.81	11764.98	-1	ddd	10
_h5_4049	32278.2	22002.04	484	FBCCE7	50
_h6_1495	16147.1	14792.03	27340	89CFF0	50
_h6_1439	32679.1	19472.53	-1	ddd	10
_h5_3849	15220.35	14173.49	27340	89CFF0	50
_h5_3860	14778.98	13409.03	27340	89CFF0	50
_h5_4335	37063.35	27594.47	7962	FF033E	50
_h6_1463	22142.57	15002.09	-1	ddd	10
_h6_1925	7039.13	24938.89	-1	ddd	10
_h6_1611	26437.79	23788.89	-1	ddd	10
_h5_4724	18265.27	26557.97	-1	ddd	10
_h6_1169	19081.83	26832.97	-1	ddd	10
_h6_1127	23105.06	21960.82	-1	ddd	10
_h5_4730	26066.13	22976.78	1228	7CB9E8	50
_h5_4725	26565.78	25908.39	61	B48395	50
_h5_4743	26230.78	25616.47	61	B48395	50
_h5_4689	29407.38	22738.31	484	FBCCE7	50
_h5_4134	29299.56	22766.23	484	FBCCE7	50
_h5_4688	25955.24	22816.5	1228	7CB9E8	50
_h5_4720	13856.46	12509.56	-1	ddd	10
_h5_4700	13911.01	12324.24	53255	A2A2D0	50
_h5_4721	20331.91	19210.24	301	CCFF00	50
_h5_4749	21670.81	18949.4	301	CCFF00	50
_h5_4722	21958.73	16805.35	-1	ddd	10
_h5_4638	24133.73	23868.08	60	6F00FF	50
_h5_4723	27335.51	26258.92	84	014421	50
_h6_1170	41423.17	30848.88	7962	FF033E	50
_h5_4620	27749.65	26333.43	84	014421	50
_h5_4642	27960.4	26370.19	84	014421	50
_h5_4741	27178.38	26222.61	84	014421	50
_h5_4745	27412.18	26273.42	84	014421	50
_h5_4779	27544.2	26301.0	84	014421	50
_h6_1221	17491.84	16355.79	27340	89CFF0	50
_h5_4644	27766.16	26316.15	84	014421	50
_h5_4682	32447.35	25388.66	411	6495ED	50
_h6_1418	7370.46	14875.43	122465	960018	50
_h5_4680	27096.24	26199.8	84	014421	50
_h5_4735	27137.34	26212.16	84	014421	50
_h5_4687	31926.11	21785.92	484	FBCCE7	50
_h6_1192	15103.07	13849.05	27340	89CFF0	50
_h5_4685	19085.75	20897.13	166	AB4E52	50
_h5_4671	19710.99	21624.95	166	AB4E52	50
_h5_4684	40299.08	27052.06	-1	ddd	10
_h6_10	20645.78	21371.08	-1	ddd	10
_h5_4236	21368.24	17761.27	-1	ddd	10
_h5_4690	12631.49	21429.32	-1	ddd	10
_h5_4718	34619.41	11880.62	-1	ddd	10
_h6_747	17938.24	25922.67	-1	ddd	10
_h5_4467	19434.43	23304.03	166	AB4E52	50
_h6_1533	7336.16	14905.92	122465	960018	50
_h5_4805	25160.31	20383.14	1228	7CB9E8	50
_h5_4738	7878.1	14173.89	-1	ddd	10
_h6_778	24470.46	15197.83	-1	ddd	10
_h5_4861	39167.11	27904.5	-1	ddd	10
_h6_156	21747.94	23424.23	-1	ddd	10
_h6_1605	30847.79	33462.34	-1	ddd	10
_h5_4845	19055.97	21311.78	166	AB4E52	50
_h6_615	19812.28	19470.77	301	CCFF00	50
_h5_4445	25862.21	26987.98	-1	ddd	10
_h5_4226	25567.48	25180.56	61	B48395	50
_h5_4558	25645.87	25262.23	61	B48395	50
_h6_6	25721.79	21276.09	1228	7CB9E8	50
_h5_4444	27392.49	13107.77	-1	ddd	10
_h5_3725	12873.7	11488.27	-1	ddd	10
_h5_4450	24628.23	23151.06	-1	ddd	10
_h6_1393	27778.65	23058.26	109891	A3C1AD	50
_h6_693	16297.92	24594.68	122	ACE1AF	50
_h5_3652	27892.23	29546.7	-1	ddd	10
_h5_3877	23030.51	31895.03	-1	ddd	10
_h6_138	11635.21	24833.37	2873	72A0C1	50
_h5_4447	26874.83	23224.6	1228	7CB9E8	50
_h5_4130	19256.43	17238.79	27340	89CFF0	50
_h5_4657	21070.47	23007.46	187	F64A8A	50
