id	x	y	group
_h6_1227	19149.77	22534.54	107869
_h6_1236	29277.41	26338.94	189638
_h6_949	26241.37	25223.81	100564
_h6_838	26250.61	25648.45	128570
_h6_2966	18447.53	16913.48	17609
_h6_3072	17527.92	16388.95	17609
_h6_814	22195.82	22766.15	187
_h6_569	20700.4	23072.78	2873
_h6_2409	22300.76	18950.92	122
_h6_3049	21587.62	34777.98	229603
_h6_837	28811.48	26400.57	189638
_h6_2971	41526.58	30976.54	276789
_h6_3750	44524.82	32439.96	317353
_h5_4384	22545.83	23350.43	187
_h5_4756	22788.97	22372.76	187
_h6_2237	19657.42	19762.35	17609
_h5_4717	22531.98	18793.66	122
_h5_4697	24798.97	24398.64	187
_h6_2289	35884.06	26762.41	196739
_h5_4023	9883.46	26107.13	163408
_h6_1838	37188.37	27772.39	196739
_h6_627	25609.88	25224.74	128570
_h6_634	9913.17	24762.76	163408
_h6_2306	20040.15	21042.18	17609
_h6_2678	38918.55	29250.1	276789
_h6_2282	16651.23	15234.91	17609
_h5_4195	14629.4	13190.05	246266
_h6_2290	20432.33	19144.69	17609
_h5_4328	14652.49	13222.28	246266
_h5_4154	32281.17	26390.64	189638
_h6_2012	17414.72	21081.74	66505
_h6_2810	19159.76	17153.27	17609
_h6_1503	28156.5	22842.46	100564
_h6_677	21704.94	22852.91	187
_h6_2203	19681.64	17649.06	17609
_h5_4245	21114.17	23007.13	187
_h5_4459	9882.78	24849.64	163408
_h6_2733	18934.14	17057.95	17609
_h6_3415	43621.11	30779.44	276789
_h6_1655	26645.86	26031.5	128570
_h6_2081	26467.68	23242.22	100564
_h6_214	21706.29	22859.79	187
_h6_466	25382.07	20726.59	100564
_h5_4712	28681.56	26411.91	189638
_h5_4855	23114.06	18657.1	122
_h5_4809	24875.8	24681.03	187
_h6_2304	36612.86	27132.62	196739
_h5_4808	28574.95	21677.66	263726
_h5_4837	26115.29	23385.18	100564
_h5_4838	26127.47	23389.98	100564
_h6_3011	21804.93	19867.05	122
_h6_14	22766.28	18724.93	122
_h5_4836	36681.98	27173.23	196739
_h6_3355	16147.0	14795.93	17609
_h5_4783	24851.83	24652.94	187
_h5_4175	32461.17	26106.93	189638
_h5_4793	32467.44	26090.91	189638
_h6_930	18425.62	24400.31	71609
_h5_4802	16004.04	14700.24	17609
_h5_4424	16064.01	14755.72	17609
_h6_599	22746.03	24805.62	297988
_h6_1841	26626.64	26601.22	128570
_h6_862	21087.33	23008.05	187
_h6_1319	22000.14	21752.41	187
_h6_2196	26113.96	23902.17	100564
_h6_3549	23090.29	21971.11	187
_h6_2880	39340.71	29375.79	276789
_h5_4376	16211.66	14855.3	17609
_h6_1798	19432.49	20026.19	17609
_h6_1628	24595.76	19351.65	122
_h5_4868	18743.84	21650.98	107869
_h6_1915	19200.48	22907.91	107869
_h6_2059	35764.87	26729.16	196739
_h5_4592	23224.76	23635.21	187
_h6_1820	32935.97	26560.81	196739
_h5_4759	23604.21	23632.55	187
_h6_2483	20312.09	23158.22	2873
_h6_830	13144.01	25180.92	59450
_h6_1924	33210.23	26616.09	196739
_h6_1084	22303.09	18838.4	122
_h6_2838	18888.74	17035.44	17609
_h6_2218	21149.54	22158.79	187
_h6_3234	41518.53	30908.03	276789
_h6_2599	39016.67	29281.91	276789
_h5_4329	37787.5	28410.76	196739
_h6_1220	16965.51	24551.34	71609
_h6_200	25035.08	23053.6	264362
_h6_163	26125.83	23534.82	100564
_h6_2804	38802.83	29203.38	276789
_h5_4162	22262.23	22932.6	187
_h6_766	19448.27	28977.37	47590
_h6_1233	26497.55	27076.2	128570
_h6_1427	19139.86	23461.87	107869
_h6_336	22368.47	23009.99	187
_h6_1845	35310.94	26705.24	196739
_h6_3389	15531.04	14159.79	246266
_h6_2562	22490.28	22964.83	187
_h6_3118	25591.06	16930.01	256438
_h6_1179	24073.34	31153.83	269979
_h6_2964	22855.83	17022.11	122
_h6_24	26160.68	24082.02	100564
_h6_25	25735.62	21374.83	100564
_h6_20	30926.9	25869.99	189638
_h6_1350	20760.76	19045.6	122
_h6_22	24771.71	19687.68	122
_h6_2728	37592.1	28224.15	196739
_h5_4628	24845.4	24426.0	187
_h5_4795	22073.46	23119.42	187
_h6_3283	15826.24	14576.13	17609
_h6_2326	16669.37	24550.23	71609
_h6_2649	9635.02	26153.91	163408
_h5_4794	25227.09	20479.59	100564
_h5_4780	21582.79	22320.4	187
_h6_2148	21444.27	18937.92	122
_h5_4658	22484.07	18807.85	122
_h6_3066	15113.37	13858.05	246266
_h5_4659	22561.2	25897.14	297988
_h5_4518	19571.97	19674.71	17609
_h5_4610	19202.38	20501.45	107869
_h5_4649	19613.27	19931.86	17609
_h5_4541	22595.75	25795.58	297988
_h5_4421	23288.59	23539.46	187
_h6_2293	23830.22	18751.84	122
_h5_4598	22758.03	17451.49	122
_h6_2976	29273.93	26762.84	189638
_h5_4647	19982.13	19429.1	17609
_h6_2221	9969.66	24726.26	163408
_h6_2995	18202.45	16832.36	17609
_h6_1392	14233.86	25359.37	59450
_h6_1242	25804.66	21633.18	100564
_h5_4577	17264.24	16110.81	17609
_h6_1574	30908.29	25887.07	189638
_h6_3036	41697.16	30905.82	276789
_h5_4576	21907.66	22023.64	187
_h6_1279	22391.53	23073.52	187
_h6_2943	25168.96	17594.97	256438
_h5_4474	9600.76	26168.33	163408
_h6_1609	29116.73	22793.69	100564
_h6_793	19151.57	23400.94	107869
_h6_1729	32405.16	26418.09	189638
_h5_4194	18113.77	16814.64	17609
_h5_3638	20685.91	18510.13	122
_h5_4546	22567.18	23359.59	187
_h6_2965	18611.93	19986.08	259494
_h6_1381	19204.87	23343.72	107869
_h5_4464	16809.08	15472.68	17609
_h5_4409	40096.26	29670.35	276789
_h6_2860	22613.29	17882.02	122
_h5_4473	25047.11	23059.75	264362
_h6_3095	15067.2	25081.93	59450
_h5_4774	21908.71	22686.65	187
_h6_839	20202.99	23413.81	2873
_h6_1264	32412.89	25514.25	189638
_h5_4827	34402.74	26708.56	196739
_h6_17	21337.86	22247.27	187
_h5_4185	11456.66	12295.84	246266
_h6_711	27407.29	23201.63	100564
_h6_1887	33022.25	26575.06	196739
_h6_74	26122.79	23776.72	100564
_h6_1761	21517.35	23265.88	187
_h6_3595	14926.12	13597.19	246266
_h6_3178	40805.94	30324.59	276789
_h6_2359	22461.61	22946.85	187
_h6_3404	43427.64	30711.8	276789
_h5_4485	20925.97	22045.84	187
_h5_4484	28375.04	26428.15	189638
_h6_3195	16277.69	14882.12	17609
_h6_2847	41410.88	30835.55	276789
_h6_2251	16613.36	20759.79	66505
_h6_1940	32470.75	26435.6	189638
_h6_2500	22514.52	18571.67	122
_h6_1336	32287.89	26379.73	189638
_h5_4502	22496.48	19232.72	122
_h6_3585	15463.8	14247.45	246266
_h5_4505	19248.46	21694.04	107869
_h6_3006	46308.99	13140.52	262965
_h5_4406	19347.84	17311.51	17609
_h6_1823	32157.69	26326.24	189638
_h6_3255	41651.47	31023.27	276789
_h6_1963	21282.25	17286.79	298766
_h6_3082	25347.6	17316.13	256438
_h6_3304	16448.6	15014.8	17609
_h6_3161	17399.06	16253.33	17609
_h6_1474	14585.91	25287.52	59450
_h5_4414	23952.76	24388.02	187
_h6_3467	43313.11	30671.78	276789
_h5_4548	23218.67	23611.0	187
_h6_1530	24776.86	19669.68	122
_h6_1651	23851.54	18764.47	122
_h6_1518	15796.17	20534.7	66505
_h5_4052	16783.82	15437.01	17609
_h5_4109	17173.85	15986.37	17609
_h6_1642	28637.63	21543.13	263726
_h6_1064	19753.36	18029.51	17609
_h6_2939	12403.47	24871.0	59450
_h5_4621	23072.17	21997.7	187
_h5_4167	22168.93	19540.56	122
_h5_4632	23660.5	23663.6	187
_h6_3165	19017.13	27564.43	243592
_h6_1873	19182.91	23597.4	107869
_h6_1176	32494.97	25137.13	189638
_h5_4639	22835.61	22324.95	187
_h6_1981	20268.35	19244.01	17609
_h5_4234	19937.26	19464.65	17609
_h5_4820	22474.39	22950.97	187
_h5_4850	23303.15	22187.14	187
_h6_2179	22643.78	23372.55	187
_h6_3518	20843.12	37054.65	312880
_h6_2692	35658.56	18023.78	179190
_h6_2803	19260.21	17222.58	17609
_h6_2019	19080.66	21088.36	107869
_h6_78	25429.24	25042.71	128570
_h6_257	22375.76	23142.86	187
_h6_3120	16705.34	15300.6	17609
_h6_1239	26289.09	24530.27	100564
_h5_4622	37815.43	28433.87	196739
_h6_2761	22957.81	22749.34	187
_h6_1937	23459.41	18652.37	122
_h6_566	20683.54	19054.02	122
_h6_59	22511.43	23337.5	187
_h6_3374	23485.51	15494.44	296452
_h6_1387	26282.62	24496.2	100564
_h6_909	18524.14	16952.38	17609
_h6_923	26221.36	23231.77	100564
_h6_3383	41986.94	31292.08	276789
_h6_941	26095.77	23142.92	100564
_h5_4609	24488.54	24105.89	187
_h6_834	13973.33	25391.56	59450
_h6_1110	16103.69	14759.0	17609
_h6_43	15807.8	14577.22	17609
_h6_1637	19689.69	19427.61	17609
_h6_3031	19557.16	18355.65	17609
_h6_2090	37400.66	28013.17	196739
_h6_1338	21996.99	21753.76	187
_h6_2944	17430.24	16289.32	17609
_h6_3719	14974.33	13645.12	246266
_h5_3760	9884.75	26018.12	163408
_h6_1959	33026.24	26582.71	196739
_h6_1529	12073.24	10864.86	246266
_h6_1394	32576.21	26470.04	189638
_h6_1842	13569.7	25325.64	59450
_h5_4043	12957.26	11509.2	246266
_h5_4137	21114.41	23010.45	187
_h6_2894	19140.45	26749.99	243592
_h6_335	22947.76	21955.53	187
_h6_2104	21500.12	18956.59	122
_h6_1610	22985.77	21967.59	187
_h6_1747	21745.21	20226.71	122
_h6_3680	14863.34	13501.86	246266
_h6_2317	20888.24	18997.19	122
_h5_4813	14165.88	25384.83	59450
_h5_4285	21107.88	23008.35	187
_h6_2764	23167.57	22940.53	187
_h6_1000	22905.24	21926.98	187
_h6_3128	11001.21	24931.34	163408
_h6_1018	19647.11	19713.25	17609
_h5_4832	29021.53	20884.9	263726
_h5_4785	22279.86	18863.62	122
_h6_3244	16191.76	14817.95	17609
_h5_4258	16912.76	20851.82	66505
_h5_3961	21123.19	23008.74	187
_h6_3262	31969.55	15167.85	305565
_h6_2193	38267.8	28864.91	196739
_h6_1908	33825.62	26702.07	196739
_h6_2194	19828.64	20728.02	17609
_h6_1167	26334.82	25683.28	128570
_h6_1640	19225.51	23206.35	107869
_h5_4306	19148.2	23427.92	107869
_h5_4304	22224.13	22522.06	187
_h6_3497	11747.95	10078.56	300906
_h5_4737	23336.41	18651.46	122
_h6_1840	19166.05	22519.06	107869
_h5_4731	25775.21	25400.08	128570
_h6_2676	13915.79	25371.77	59450
_h5_4739	26959.07	28098.79	128570
_h5_4768	26890.68	26106.58	128570
_h5_4769	23470.1	18626.92	122
_h5_4239	19132.26	23474.62	107869
_h6_2343	21890.17	22860.81	187
_h6_2036	34896.22	26714.22	196739
_h6_1765	11604.54	11977.67	246266
_h6_598	26365.29	25652.27	128570
_h6_3039	17091.19	15836.79	17609
_h6_2586	19712.2	17849.66	17609
_h6_1650	25855.58	22603.81	100564
_h6_2287	35178.93	26705.85	196739
_h5_4540	22235.3	22490.54	187
_h5_4615	19151.22	22366.92	107869
_h6_1147	26151.91	24045.95	100564
_h6_3033	40243.42	29795.73	276789
_h5_4427	25479.37	24950.02	128570
_h6_1760	18244.38	21359.19	107869
_h6_2597	19765.52	18704.71	17609
_h6_2285	19911.08	19447.92	17609
_h6_1193	28485.9	26429.98	189638
_h5_4123	24110.86	23855.22	187
_h5_4760	22914.52	21457.0	187
_h5_4825	25426.56	25035.33	128570
_h5_4841	25465.57	25079.03	128570
_h6_3191	7652.09	27434.15	294192
_h6_3683	44299.55	32322.42	317353
_h5_4824	26292.39	25576.84	128570
_h6_293	17009.7	15755.93	17609
_h6_2646	22448.29	18348.63	122
_h6_1776	22830.66	22510.78	187
_h6_2694	9569.01	26171.58	163408
_h6_2698	18935.38	17051.39	17609
_h5_4862	24694.99	19509.28	122
_h6_1401	22400.66	21397.39	187
_h6_3440	15349.81	14028.01	246266
_h6_2171	37510.59	28135.71	196739
_h6_3048	17344.01	20904.1	66505
_h6_3659	30158.71	28291.39	320637
_h5_4045	14101.41	12663.79	246266
_h6_2973	17519.31	16384.82	17609
_h5_4750	19740.41	18027.14	17609
_h6_19	20431.05	19148.85	17609
_h6_183	26025.84	25627.03	128570
_h6_1029	25785.08	22032.08	100564
_h6_1165	25988.52	23257.96	100564
_h6_409	16619.6	24570.7	71609
_h6_423	26266.11	24491.83	100564
_h6_646	26164.41	25643.74	128570
_h6_2948	41534.22	30978.17	276789
_h6_3425	34692.25	20330.79	315574
_h6_967	18595.26	24310.09	71609
_h5_4617	29147.25	26350.24	189638
_h6_2852	39147.82	29320.05	276789
_h6_5	21283.5	18945.85	122
_h5_4695	26219.31	24267.84	100564
_h6_2567	37098.28	27664.68	196739
_h6_3622	43961.25	32087.72	317353
_h6_1770	26267.12	25038.38	100564
_h6_1555	26340.86	25694.34	128570
_h6_1943	23399.97	18697.48	122
_h6_694	26289.79	24631.18	100564
_h5_4851	29533.5	26251.68	189638
_h6_330	25627.99	21071.14	100564
_h6_308	27472.0	26264.18	189638
_h6_2974	22839.23	17155.51	122
_h6_1889	24110.71	18919.53	122
_h6_1813	23484.49	18616.93	122
_h6_804	21919.43	21992.1	187
_h6_840	26242.27	24343.17	100564
_h6_1817	17225.13	16036.58	17609
_h5_4704	19069.62	21349.62	107869
_h6_871	13878.51	25409.1	59450
_h6_3	25348.16	25182.49	128570
_h6_3452	15195.23	13903.82	246266
_h6_2515	23011.77	19764.81	122
_h5_4640	21708.5	22871.08	187
_h6_2087	22664.96	25599.15	297988
_h5_4583	23651.49	23660.33	187
_h5_4677	21980.44	19738.84	122
_h5_4693	22918.0	21946.08	187
_h6_2489	36579.48	27105.41	196739
_h6_1804	24351.73	19081.91	122
_h5_4466	19064.01	21538.88	107869
_h6_2365	38414.66	28976.41	196739
_h6_901	22119.98	18879.22	122
_h5_4460	22069.67	23112.47	187
_h5_4551	23076.67	21969.78	187
_h5_4405	21912.69	22706.8	187
_h6_3586	23824.1	18762.42	122
_h5_4748	24116.98	23858.62	187
_h6_749	32410.6	26198.69	189638
_h5_4744	35051.6	26695.12	196739
_h5_4742	20565.43	19108.03	122
_h6_3597	20339.23	21926.17	107869
_h6_2899	12452.86	24887.22	59450
_h5_4089	21775.09	34764.73	229603
_h6_2049	25449.03	20789.4	100564
_h5_4516	22725.88	21838.71	187
_h6_3381	16233.36	14850.89	17609
_h5_4601	25852.93	25502.03	128570
_h6_2173	26411.63	27379.43	128570
_h6_1478	30387.11	25884.06	189638
_h6_668	29144.56	20904.12	263726
_h6_1403	26246.41	25160.86	100564
_h6_1416	29079.19	26382.22	189638
_h5_4380	22572.65	25863.46	297988
_h6_3102	21745.14	34820.48	229603
_h6_1339	28814.52	26420.45	189638
_h6_492	28252.38	22816.42	100564
_h5_3893	20269.72	23262.34	2873
_h6_3264	42804.65	30493.52	276789
_h6_207	25536.37	25148.16	128570
_h5_4126	23739.71	24236.69	187
_h5_4125	41967.26	30787.5	276789
_h6_2600	22711.82	18691.21	122
_h6_1914	13943.64	12338.85	246266
_h5_4829	24890.05	24472.43	187
_h6_306	30445.17	25875.67	189638
_h5_4865	18384.73	24437.79	71609
_h5_4314	22277.0	22947.75	187
_h5_4752	22385.04	23016.97	187
_h5_4316	19584.86	19779.99	17609
_h6_3506	15132.12	13831.36	246266
_h6_2201	23699.37	18456.04	122
_h6_2592	19714.3	19129.48	17609
_h6_1593	21776.26	20725.15	50084
_h6_1679	26033.62	22924.52	100564
_h6_639	26290.97	24963.58	100564
_h6_547	26366.08	25479.32	128570
_h6_1402	19218.5	21640.02	107869
_h6_755	25968.87	25051.85	100564
_h6_3116	17622.34	16477.45	17609
_h6_2867	17747.53	16507.68	17609
_h6_861	23078.29	21979.51	187
_h5_4097	25108.92	25220.94	128570
_h6_3268	16052.84	14732.9	17609
_h6_2430	13838.67	12208.53	246266
_h5_4554	23246.92	23527.94	187
_h5_4553	22065.72	22237.19	187
_h6_3063	7727.38	27425.58	294192
_h6_2302	26188.31	24167.98	100564
_h6_3170	41727.5	31082.02	276789
_h6_2462	13516.15	25316.66	59450
_h5_4867	20318.73	21913.7	107869
_h5_4844	25234.87	24851.42	128570
_h6_2917	7759.02	27419.44	294192
_h6_12	21097.05	23003.03	187
_h6_2400	19737.59	19001.58	17609
_h5_4077	11326.6	12542.15	246266
_h6_1114	30429.2	25875.54	189638
_h6_1805	19647.98	23264.47	2873
_h6_3231	17107.56	15865.52	17609
_h6_946	26326.21	23260.87	100564
_h6_1101	21923.55	21980.85	187
_h6_2807	41149.02	30626.17	276789
_h6_123	23680.19	23670.96	187
_h5_4859	16234.35	24602.96	71609
_h6_28	24321.62	19079.76	122
_h6_1136	23354.98	22208.47	187
_h6_2797	40714.01	30237.48	276789
_h6_866	13641.99	25430.88	59450
_h5_4211	13328.56	25274.93	59450
_h6_2315	38527.29	29055.57	196739
_h5_3746	17777.23	16623.11	17609
_h5_4148	17263.01	24591.73	71609
_h6_1178	26153.0	23350.19	100564
_h5_4857	32476.54	25954.83	189638
_h6_2439	19736.21	18985.1	17609
_h6_3685	22605.7	25739.39	297988
_h5_4595	31839.19	26206.99	189638
_h5_4594	29145.27	18110.26	202830
_h5_4322	25557.57	25170.24	128570
_h6_2509	19777.84	18595.45	17609
_h6_522	11706.8	11761.9	246266
_h5_4327	23648.53	24225.83	187
_h5_4698	24190.62	18954.52	122
_h5_4753	34133.73	20540.58	315574
_h5_4757	16834.1	15508.01	17609
_h5_4696	22773.63	19080.9	122
_h5_4691	16541.12	24558.69	71609
_h5_4350	19140.78	23451.37	107869
_h5_4494	20020.61	21048.52	17609
_h6_2744	9564.35	26176.53	163408
_h6_3192	40435.26	29965.58	276789
_h6_2181	17614.23	24594.54	71609
_h6_2050	10255.12	24876.57	163408
_h6_61	23761.5	23976.1	187
_h6_1303	19688.89	19202.88	17609
_h6_1115	32224.67	26462.59	189638
_h6_1294	19831.22	21639.55	107869
_h5_4142	17543.65	22756.42	294599
_h5_4144	19599.07	19835.85	17609
_h6_531	20772.86	19028.21	122
_h6_1792	26704.56	26311.15	128570
_h5_4791	19644.18	19543.7	17609
_h6_318	22467.13	22950.31	187
_h6_1759	28842.54	21102.16	263726
_h6_1006	27162.61	26218.59	128570
_h5_4818	26541.59	25912.76	128570
_h5_4812	28884.55	20793.13	263726
_h5_4814	13837.28	25385.02	59450
_h5_4815	26230.62	24368.71	100564
_h5_3796	20846.53	37040.93	312880
_h5_4361	24739.59	24511.33	187
_h6_2978	17637.92	16495.22	17609
_h6_2645	19380.0	25857.49	243592
_h5_4241	26110.71	23379.36	100564
_h5_4240	26888.42	23214.26	100564
_h6_8	19783.32	18564.28	17609
_h6_1944	19146.61	22319.43	107869
_h5_4399	26186.8	23279.6	100564
_h6_116	18748.69	16996.6	17609
_h6_15	21400.93	18955.55	122
_h6_802	26252.42	24377.49	100564
_h6_16	23040.82	22676.76	187
_h6_1065	28869.9	26411.2	189638
_h6_1938	24643.17	19423.81	122
_h6_2393	36440.64	27008.35	196739
_h6_2456	19774.05	18602.43	17609
_h6_2982	40355.09	29896.13	276789
_h6_1087	35100.79	18482.84	179190
_h5_4408	24763.44	24368.44	187
_h5_4766	19774.08	20600.58	17609
_h5_4872	25638.07	21130.13	100564
_h5_4486	21843.95	18933.9	122
_h6_1238	14026.52	12487.79	246266
_h6_462	25275.61	20579.19	100564
_h6_307	23071.34	18661.05	122
_h5_4549	19368.48	17340.24	17609
_h6_1496	30655.7	25860.41	189638
_h6_1570	32020.57	26281.4	189638
_h5_4616	31869.62	26219.77	189638
_h6_1389	27995.74	26372.99	189638
_h6_1888	19426.74	26542.86	243592
_h6_2030	10535.8	13114.61	246266
_h5_4849	35638.58	26699.52	196739
_h6_26	9887.12	26106.11	163408
_h6_33	26062.11	23294.99	100564
_h6_32	29385.15	27213.34	189638
_h6_31	25211.7	24830.69	128570
