id	x	y	group	color	size
_h6_2236	22533.07	24479.77	-1	ddd	10
_h6_4162	10922.82	15190.43	-1	ddd	10
_h6_4146	24330.14	18314.42	399708	7FFFD4	50
_h6_3946	14452.15	25321.76	294192	560319	50
_h5_4448	9598.28	11480.97	-1	ddd	10
_h6_3837	25467.87	20816.14	-1	ddd	10
_h6_3491	18557.27	26696.45	-1	ddd	10
_h5_4324	7764.49	14365.31	-1	ddd	10
_h6_4616	14526.1	20318.41	-1	ddd	10
_h5_4365	6976.59	12035.34	-1	ddd	10
_h6_5513	11852.13	9927.9	-1	ddd	10
_h6_4210	19087.22	15203.37	-1	ddd	10
_h6_5373	38834.9	16138.61	262965	FFD300	50
_h6_1462	26307.7	21033.11	-1	ddd	10
_h6_2133	38489.32	19063.25	-1	ddd	10
_h6_3756	19185.38	22752.5	361920	E03C31	50
_h6_1222	20844.63	19023.92	361920	E03C31	50
_h6_4466	19196.36	25051.78	-1	ddd	10
_h6_1549	9136.17	13863.53	-1	ddd	10
_h5_4330	22887.34	28446.95	-1	ddd	10
_h6_1265	37744.66	29647.7	-1	ddd	10
_h6_4070	11572.9	12037.53	365706	7CB9E8	50
_h6_5545	24012.12	14606.75	-1	ddd	10
_h6_4557	15537.62	13979.31	389804	008000	50
_h6_4482	19777.47	18151.15	389804	008000	50
_h6_2874	33735.76	26693.88	276789	8B008B	50
_h6_2693	26124.73	23804.41	189638	8F00FF	50
_h6_4649	41162.43	30641.37	443801	3D0C02	50
_h6_2817	13844.46	12221.77	365706	7CB9E8	50
_h6_2629	38756.14	28077.73	-1	ddd	10
_h6_3076	13633.96	23389.35	-1	ddd	10
_h5_4049	45221.54	14744.72	-1	ddd	10
_h6_5424	43754.82	30816.43	-1	ddd	10
_h6_1439	23072.17	21997.7	268482	B8860B	50
_h6_2779	16744.09	24565.56	294192	560319	50
_h6_5475	20720.7	20076.6	-1	ddd	10
_h6_4252	22702.34	25528.25	-1	ddd	10
_h6_3486	34013.1	26714.88	276789	8B008B	50
_h6_1925	26109.08	23093.27	189638	8F00FF	50
_h6_3931	35199.63	31054.22	-1	ddd	10
_h6_2470	22089.08	29225.44	-1	ddd	10
_h6_1169	27989.24	22384.9	-1	ddd	10
_h6_4467	15437.61	20473.2	-1	ddd	10
_h5_4730	38619.34	16142.65	262965	FFD300	50
_h5_4725	31830.92	34794.54	-1	ddd	10
_h6_3338	18939.73	24032.38	361920	E03C31	50
_h6_3913	24481.84	18870.07	-1	ddd	10
_h6_2484	25067.65	23070.26	478212	CB4154	50
_h6_3753	26625.62	26605.0	189638	8F00FF	50
_h6_4617	19464.13	17410.04	389804	008000	50
_h6_3596	19116.44	23500.57	361920	E03C31	50
_h5_4721	11679.29	23701.58	-1	ddd	10
_h6_4487	15442.31	20477.36	-1	ddd	10
_h6_2946	28072.8	26389.84	189638	8F00FF	50
_h6_2441	24905.89	19940.56	-1	ddd	10
_h5_4723	19325.93	24986.98	-1	ddd	10
_h6_1170	24134.32	22487.39	-1	ddd	10
_h6_2748	21912.07	22081.55	17609	4B5320	50
_h5_4642	13603.06	11943.6	365706	7CB9E8	50
_h6_5294	41406.2	30827.93	443801	3D0C02	50
_h6_2683	15429.98	14209.38	389804	008000	50
_h6_3880	37210.93	27799.37	443801	3D0C02	50
_h6_4225	26657.75	27658.56	189638	8F00FF	50
