id	x	y	group	color	size
_h5_4339	41091.38	31293.69	-1	ddd	10
_h5_4338	21138.52	22149.95	108	E5AA70	50
_h5_4310	21140.06	22147.04	108	E5AA70	50
_h6_202	19993.81	19395.98	2	FF7F50	50
_h5_4448	25955.56	22817.02	1228	7CB9E8	50
_h5_3792	25537.57	25149.41	61	B48395	50
_h5_4347	25784.16	26937.41	1866	B284BE	50
_h5_4324	25920.31	22759.84	1228	7CB9E8	50
_h5_4333	24586.88	19374.24	1228	7CB9E8	50
_h5_4365	24611.66	19410.51	1228	7CB9E8	50
_h5_4332	25042.95	20233.73	1228	7CB9E8	50
_h5_4209	24870.48	19901.52	1228	7CB9E8	50
_h5_4280	25021.12	20195.35	1228	7CB9E8	50
_h6_1462	43967.24	32092.87	84489	664423	50
_h5_4331	11508.94	24871.08	2873	72A0C1	50
_h6_1307	22654.69	28613.69	74020	FB607F	50
_h6_1222	42392.29	31514.12	84489	664423	50
_h5_4631	22424.98	22986.27	-1	ddd	10
_h6_1549	22085.31	12241.68	-1	ddd	10
_h5_4330	31909.69	22789.97	-1	ddd	10
_h6_1265	23605.84	21371.07	-1	ddd	10
_h5_4337	10594.88	24938.58	2873	72A0C1	50
_h5_3594	14322.07	24868.77	-1	ddd	10
_h6_979	17710.88	16559.13	27340	89CFF0	50
_h6_783	42434.58	30553.25	7962	FF033E	50
_h6_1194	16825.18	15462.45	27340	89CFF0	50
_h5_4378	10397.07	24913.96	2873	72A0C1	50
_h5_4336	29870.52	26084.68	84	014421	50
_h5_3703	18463.79	22856.88	-1	ddd	10
_h5_3818	20847.93	12843.16	-1	ddd	10
_h5_3819	20883.14	12644.5	-1	ddd	10
_h5_4049	31080.19	22395.81	-1	ddd	10
_h6_1495	14662.03	13205.39	27340	89CFF0	50
_h6_1439	33699.92	18883.49	484	FBCCE7	50
_h5_3849	17197.81	16019.63	27340	89CFF0	50
_h5_3860	16979.43	15713.19	27340	89CFF0	50
_h5_4335	34176.43	26704.95	411	6495ED	50
_h6_1463	22054.51	11899.97	-1	ddd	10
_h5_4334	24628.84	24226.04	15	F7E98E	50
_h5_4308	24420.84	24717.52	15	F7E98E	50
_h5_4724	18062.48	24598.25	28742	FF91AF	50
_h6_1169	18765.1	27934.98	-1	ddd	10
_h6_1127	23223.68	21315.78	-1	ddd	10
_h5_4730	24973.63	20068.88	1228	7CB9E8	50
_h5_4725	26120.87	23758.18	61	B48395	50
_h5_4743	26131.87	23664.99	61	B48395	50
_h5_4689	31546.04	21948.7	484	FBCCE7	50
_h5_4134	31449.39	22013.73	484	FBCCE7	50
_h5_4688	26250.56	25437.98	61	B48395	50
_h5_4720	16136.24	11196.26	-1	ddd	10
_h5_4700	15633.9	11392.89	-1	ddd	10
_h5_4721	22513.29	19190.45	301	CCFF00	50
_h5_4749	23080.92	18930.65	301	CCFF00	50
_h5_4722	21509.22	18048.36	-1	ddd	10
_h5_4638	23562.67	23619.88	60	6F00FF	50
_h5_4723	30441.58	25876.39	84	014421	50
_h6_1170	42909.87	30531.23	7962	FF033E	50
_h5_4620	30852.26	25876.48	84	014421	50
_h5_4642	30967.93	25899.96	84	014421	50
_h5_4741	30281.1	25917.99	84	014421	50
_h5_4745	30532.78	25865.26	84	014421	50
_h5_4779	30658.07	25860.5	84	014421	50
_h6_1221	15363.26	14129.68	27340	89CFF0	50
_h5_4644	26238.4	24330.05	61	B48395	50
_h5_4682	33288.72	23674.79	-1	ddd	10
_h6_1418	6063.47	15868.73	122465	960018	50
_h5_4680	30108.97	25986.43	84	014421	50
_h5_4735	30151.1	25967.96	84	014421	50
_h5_4687	32843.18	21610.63	-1	ddd	10
_h6_1192	15808.01	14201.45	27340	89CFF0	50
_h5_4685	19028.01	21674.54	166	AB4E52	50
_h5_4671	19153.05	21656.34	205	555D50	50
_h5_4684	41131.56	24885.35	-1	ddd	10
_h6_10	19764.23	18776.78	2	FF7F50	50
_h5_4236	20804.88	18568.72	-1	ddd	10
_h5_4690	12266.11	19549.2	79	8C92AC	50
_h5_4718	33113.18	12865.61	-1	ddd	10
_h6_747	19125.46	26775.58	-1	ddd	10
_h5_4467	19182.75	22691.34	205	555D50	50
_h6_1533	6065.28	15873.43	122465	960018	50
_h5_4805	23286.64	18633.18	301	CCFF00	50
_h5_4738	10101.24	13305.53	-1	ddd	10
_h6_778	26398.3	14222.39	-1	ddd	10
_h5_4861	40436.22	26479.95	-1	ddd	10
_h6_156	20885.4	23920.72	175	FFF8DC	50
_h5_4668	18314.27	17936.3	-1	ddd	10
_h5_4845	18619.22	24294.13	28742	FF91AF	50
_h6_615	18831.38	17017.3	2	FF7F50	50
_h5_4445	26655.78	26562.67	-1	ddd	10
_h5_4226	26458.5	25901.33	61	B48395	50
_h5_4558	26559.5	25994.47	61	B48395	50
_h6_6	24164.38	18932.1	1228	7CB9E8	50
_h5_4444	26356.39	14229.77	-1	ddd	10
_h5_3725	14877.71	13553.29	27340	89CFF0	50
_h5_4450	25041.32	23056.79	-1	ddd	10
_h6_1393	29844.63	22864.56	109891	A3C1AD	50
_h6_693	13277.4	25238.08	122	ACE1AF	50
_h5_3652	27169.78	28152.18	1866	B284BE	50
_h5_3877	22890.44	30659.12	-1	ddd	10
_h6_138	9846.83	25129.94	2873	72A0C1	50
_h5_4447	29102.35	22797.35	-1	ddd	10
_h5_4130	19566.09	19790.39	2	FF7F50	50
_h5_4657	20215.26	23160.05	187	F64A8A	50
_h5_4446	28651.48	21508.93	-1	ddd	10
_h6_7	15775.12	14532.41	27340	89CFF0	50
_h5_4869	7820.8	14269.52	-1	ddd	10
_h5_4441	22217.94	27566.57	74020	FB607F	50
_h5_4456	21070.47	23007.46	137	543D37	50
_h5_4714	20145.69	26482.16	-1	ddd	10
_h5_4854	26290.56	16637.13	69293	C32148	50
_h5_4356	26621.05	16501.87	-1	ddd	10
_h6_1129	25372.36	17277.57	69293	C32148	50
_h6_1183	25731.45	16691.25	69293	C32148	50
_h5_4434	22195.31	22754.2	-1	ddd	10
_h5_4729	24117.17	22417.87	-1	ddd	10
_h6_1485	18233.71	28074.75	-1	ddd	10
_h6_281	38736.1	29172.88	7962	FF033E	50
_h5_4438	25717.82	21321.51	1228	7CB9E8	50
_h5_3828	36743.14	21291.02	-1	ddd	10
_h5_4401	32213.82	26478.69	84	014421	50
_h5_4468	25667.54	21192.35	1228	7CB9E8	50
_h5_4581	25035.08	23053.6	-1	ddd	10
_h5_4439	20380.89	21563.29	-1	ddd	10
_h5_4453	20298.29	21904.73	-1	ddd	10
_h5_4533	26095.21	23167.62	61	B48395	50
_h5_4532	21494.77	18926.06	2	FF7F50	50
_h5_4535	39455.09	27715.09	-1	ddd	10
_h5_4443	25200.28	24819.62	152	AA381E	50
_h5_3739	18222.54	16859.5	2	FF7F50	50
_h5_3832	18738.28	21987.46	205	555D50	50
_h5_3879	18541.63	24359.75	28742	FF91AF	50
_h5_4537	31904.33	22741.82	-1	ddd	10
_h5_4279	31547.81	21944.07	484	FBCCE7	50
_h6_1505	33763.36	18729.52	484	FBCCE7	50
_h5_4430	33202.49	25283.5	-1	ddd	10
_h6_761	38969.96	29267.02	7962	FF033E	50
_h5_4102	22827.87	17119.08	301	CCFF00	50
_h5_4431	22354.42	24403.48	-1	ddd	10
_h5_3930	35222.58	26690.29	411	6495ED	50
_h5_4369	24351.93	24018.87	15	F7E98E	50
_h5_4400	24677.9	25008.37	15	F7E98E	50
_h5_4432	24206.73	15344.48	-1	ddd	10
_h5_4351	21149.54	22158.79	108	E5AA70	50
_h5_4433	14155.46	25365.7	122	ACE1AF	50
_h5_4436	21977.14	21649.76	-1	ddd	10
_h6_1484	14572.6	13117.9	27340	89CFF0	50
_h5_4059	17892.27	24944.92	28742	FF91AF	50
_h6_1493	22070.12	11966.77	-1	ddd	10
_h6_1321	26105.16	15469.25	-1	ddd	10
_h5_4013	25404.14	20731.38	1228	7CB9E8	50
_h6_1507	15000.4	13679.15	27340	89CFF0	50
_h5_4666	25417.0	20743.93	1228	7CB9E8	50
_h5_4672	21966.75	21612.92	-1	ddd	10
_h5_4676	16593.63	24572.27	28742	FF91AF	50
_h5_4678	17915.59	24988.51	28742	FF91AF	50
_h5_4702	22994.07	21609.6	-1	ddd	10
_h5_4437	25473.74	25082.79	61	B48395	50
_h5_3766	34671.7	20327.99	100564	006B3C	50
_h5_4298	24495.77	19257.05	1228	7CB9E8	50
_h5_4871	26718.21	25918.4	61	B48395	50
_h6_1086	41483.84	30881.97	7962	FF033E	50
_h6_908	17237.3	16048.0	27340	89CFF0	50
_h6_769	36514.7	16794.1	-1	ddd	10
_h6_1274	21973.75	12929.13	-1	ddd	10
_h5_4732	28289.65	22124.8	-1	ddd	10
_h5_4037	21912.16	22086.18	-1	ddd	10
