id	x	y	group	color	size
_h6_2236	26698.9	32797.97	-1	ddd	10
_h5_4338	22384.96	23299.15	187	F64A8A	50
_h5_4310	22348.68	23289.03	187	F64A8A	50
_h6_202	24385.5	18304.7	149492	9EFD38	50
_h5_4448	19567.74	19845.8	122	ACE1AF	50
_h5_3792	24016.5	23815.12	-1	ddd	10
_h5_4347	22594.03	25800.63	-1	ddd	10
_h5_4324	19535.73	19945.57	122	ACE1AF	50
_h5_4333	19364.55	17326.68	27340	89CFF0	50
_h5_4365	19395.34	17355.56	27340	89CFF0	50
_h5_4332	21677.58	19396.44	-1	ddd	10
_h5_4209	21871.45	14493.24	222951	965A3E	50
_h5_4280	19761.98	18179.6	27340	89CFF0	50
_h6_1462	36484.93	27038.36	7962	FF033E	50
_h6_2133	42392.12	28771.88	-1	ddd	10
_h6_1307	22793.11	25363.19	-1	ddd	10
_h6_1222	34626.58	26722.08	7962	FF033E	50
_h5_4631	23397.55	21278.0	-1	ddd	10
_h6_1549	20304.07	10837.68	-1	ddd	10
_h5_4330	32110.88	26319.2	189638	8F00FF	50
_h6_1265	26204.39	23299.64	484	FBCCE7	50
_h5_4337	7734.66	29231.37	-1	ddd	10
_h6_1781	18092.72	26464.29	-1	ddd	10
_h6_979	24477.61	19203.83	149492	9EFD38	50
_h6_783	42194.72	26004.15	-1	ddd	10
_h6_1194	21454.96	21318.41	122	ACE1AF	50
_h6_2693	14853.84	13494.11	17609	4B5320	50
_h5_4336	38766.76	29171.56	196739	96C8A2	50
_h6_2817	22030.05	11720.23	222951	965A3E	50
_h6_2629	47424.24	20791.47	-1	ddd	10
_h5_3819	24245.24	11130.48	-1	ddd	10
_h5_4049	34935.21	19297.66	-1	ddd	10
_h6_1495	19697.36	19354.8	122	ACE1AF	50
_h6_1439	31935.91	21665.01	100564	006B3C	50
_h6_2779	20864.9	12870.59	222951	965A3E	50
_h5_3860	10516.82	10788.32	-1	ddd	10
_h5_4335	42013.52	30768.47	196739	96C8A2	50
_h6_1463	22947.66	20506.13	-1	ddd	10
_h6_1925	13181.52	25197.89	107869	A67B5B	50
_h6_1611	24132.24	22469.54	-1	ddd	10
_h6_2470	30070.71	31816.38	53	E75480	50
_h6_1169	18049.31	24529.54	2873	72A0C1	50
_h6_1127	22602.67	23029.71	187	F64A8A	50
_h5_4730	30661.35	22615.54	100564	006B3C	50
_h5_4725	27704.58	29227.78	53	E75480	50
_h5_4743	24687.67	24568.55	-1	ddd	10
_h5_4689	26226.29	24301.35	484	FBCCE7	50
_h6_2484	33057.98	19248.57	-1	ddd	10
_h5_4688	22560.29	18794.24	149492	9EFD38	50
_h5_4720	10389.28	13170.4	122465	960018	50
_h5_4700	10000.95	10756.74	-1	ddd	10
_h5_4721	17880.16	24585.29	2873	72A0C1	50
_h5_4749	19050.3	23917.47	2873	72A0C1	50
_h5_4722	24157.96	15081.56	-1	ddd	10
_h6_2441	14477.62	10992.21	208596	856088	50
_h5_4723	25477.91	25087.16	411	6495ED	50
_h6_1170	37097.52	27658.61	7962	FF033E	50
_h6_2748	14801.37	13420.95	17609	4B5320	50
_h5_4642	25777.09	21548.97	484	FBCCE7	50
_h6_2610	15677.87	14268.4	17609	4B5320	50
_h6_2683	6958.65	17106.77	-1	ddd	10
_h5_4779	24851.89	26234.98	-1	ddd	10
_h6_1221	20433.92	21312.01	122	ACE1AF	50
_h5_4644	32472.44	25883.07	189638	8F00FF	50
_h5_4682	31223.69	25971.06	189638	8F00FF	50
_h6_1418	11541.16	12097.46	122465	960018	50
_h5_4680	25382.05	20720.81	484	FBCCE7	50
_h5_4735	25473.74	25082.79	411	6495ED	50
_h5_4687	27373.9	23208.86	484	FBCCE7	50
_h6_1192	11628.98	11968.35	122465	960018	50
_h5_4685	24345.71	19076.25	149492	9EFD38	50
_h5_4671	21140.08	22147.05	-1	ddd	10
_h5_4684	38315.03	28907.78	196739	96C8A2	50
_h6_10	22717.76	21535.29	-1	ddd	10
_h5_4236	24296.43	15295.16	-1	ddd	10
