id	x	y	group	color	size
_h6_2236	25893.18	29695.95	-1	ddd	10
_h5_4338	23585.43	24135.54	187	F64A8A	50
_h5_4310	23563.08	24119.12	187	F64A8A	50
_h6_202	25603.98	18997.99	-1	ddd	10
_h5_4448	18092.14	16805.13	17609	4B5320	50
_h5_3792	23552.15	23357.4	187	F64A8A	50
_h6_3491	7202.92	24917.26	-1	ddd	10
_h5_4324	17708.67	16568.26	17609	4B5320	50
_h5_4333	15400.64	14193.78	17609	4B5320	50
_h5_4365	15429.33	14226.98	17609	4B5320	50
_h5_4332	21222.4	16518.0	-1	ddd	10
_h5_4209	23123.51	14612.15	-1	ddd	10
_h5_4280	16147.4	14811.96	17609	4B5320	50
_h6_1462	31511.07	26063.83	189638	8F00FF	50
_h6_2133	42326.27	26285.28	-1	ddd	10
_h6_1307	22830.08	25316.44	297988	177245	50
_h6_1222	29728.17	26170.84	189638	8F00FF	50
_h5_4631	24399.34	21116.64	-1	ddd	10
_h6_1549	16601.97	10631.12	-1	ddd	10
_h5_4330	28637.78	26432.65	189638	8F00FF	50
_h6_1265	27714.89	26307.1	128570	99BADD	50
_h5_4337	6808.68	31965.51	-1	ddd	10
_h6_1781	19074.9	23855.49	107869	A67B5B	50
_h6_979	26118.34	23816.67	100564	006B3C	50
_h6_783	42410.99	23078.75	-1	ddd	10
_h6_2874	41442.38	24648.59	-1	ddd	10
_h6_2693	18029.17	16761.4	17609	4B5320	50
_h5_4336	42572.37	30436.01	-1	ddd	10
_h6_2817	20883.03	12985.22	-1	ddd	10
_h6_2629	44527.67	22960.24	-1	ddd	10
_h6_3076	12855.31	28237.76	-1	ddd	10
_h5_4049	36514.56	16784.1	138195	EEDC82	50
_h6_1495	24146.98	18923.88	122	ACE1AF	50
_h6_1439	28624.48	22723.31	100564	006B3C	50
_h6_2779	22362.83	15312.11	222951	965A3E	50
_h5_3860	8505.27	10859.97	-1	ddd	10
_h5_4335	44666.55	31023.09	-1	ddd	10
_h6_3486	44014.51	30919.74	-1	ddd	10
_h6_1925	18199.9	24489.57	107869	A67B5B	50
_h6_1611	23148.74	21930.39	-1	ddd	10
_h6_2470	27704.0	29250.95	128570	99BADD	50
_h6_1169	19311.68	20204.87	107869	A67B5B	50
_h6_1127	23663.46	23652.47	187	F64A8A	50
_h5_4730	32362.67	21946.69	-1	ddd	10
_h5_4725	30161.71	31873.81	186065	00FF00	50
_h6_3338	10852.59	28446.15	293307	E9967A	50
_h5_4689	25770.12	25630.07	128570	99BADD	50
_h6_2484	31943.78	20787.04	-1	ddd	10
_h5_4688	21926.35	19683.8	50084	0000FF	50
