id	x	y	group	color	size	metadata
_h5_3905	14712.24	26694.97	361	B31B1B	30	regular
_h5_4856	14734.68	26696.18	361	B31B1B	30	regular
_h6_21	30714.92	6651.56	-1	000	10	regular
_h6_22	44182.07	7744.94	411	6495ED	30	regular
_h5_4866	44173.69	7750.23	411	6495ED	30	regular
_h6_23	18246.89	11822.7	175	FFF8DC	30	regular
_h5_4066	18182.51	11599.24	175	FFF8DC	30	regular
_h5_4628	18181.12	11602.22	175	FFF8DC	30	regular
_h5_4795	14231.84	14989.44	356	FFF8E7	30	regular
_h5_4835	14412.83	15186.02	356	FFF8E7	30	regular
_h5_3691	14126.75	14972.07	356	FFF8E7	30	regular
_h5_4506	14138.78	14964.9	356	FFF8E7	30	regular
_h5_4794	11848.14	20382.42	202	FFBCD9	30	regular
_h5_4780	11968.51	20390.2	202	FFBCD9	30	regular
_h6_13	11768.16	20367.16	202	FFBCD9	30	regular
_h5_4796	43367.99	9309.07	-1	000	10	regular
_h5_4658	41570.09	8922.99	146	FFFDD0	30	regular
_h5_4673	41610.43	8962.67	146	FFFDD0	30	regular
_h5_4767	41816.67	8839.85	146	FFFDD0	30	regular
_h5_4792	41810.99	8843.57	146	FFFDD0	30	regular
_h5_4659	38980.76	10725.96	16	DC143C	30	regular
_h5_4518	38801.45	10793.62	16	DC143C	30	regular
_h5_4610	38751.91	10815.95	16	DC143C	30	regular
_h5_4649	38832.6	10783.95	16	DC143C	30	regular
_h5_4541	39178.51	10668.01	16	DC143C	30	regular
_h5_4654	13472.31	19943.9	293	BE0032	30	regular
_h5_4421	13210.07	20063.49	293	BE0032	30	regular
_h5_4608	13380.39	19985.73	293	BE0032	30	regular
_h5_4655	14408.9	16012.49	-1	000	10	regular
_h5_4650	13452.39	6271.21	-1	000	10	regular
_h5_4598	40132.43	10283.61	329	00FFFF	30	regular
_h5_3595	40224.02	10238.2	329	00FFFF	30	regular
_h5_4564	40057.61	10332.2	329	00FFFF	30	regular
_h5_4647	39954.58	10393.49	329	00FFFF	30	regular
_h5_4653	16602.51	11340.22	235	00B7EB	30	regular
_h5_4705	16694.44	11334.38	235	00B7EB	30	regular
_h6_11	12509.62	26424.98	-1	000	10	regular
_h5_4579	29413.99	22393.76	120	58427C	30	regular
_h5_3589	29376.09	22360.79	120	58427C	30	regular
_h5_4390	29379.44	22380.66	120	58427C	30	regular
_h5_4398	17613.73	18828.05	-1	000	10	regular
_h5_4575	37438.47	14722.35	-1	000	10	regular
_h5_4577	27831.81	10517.5	225	FFD300	30	regular
_h5_3694	27997.53	10343.79	225	FFD300	30	regular
_h5_4607	28006.82	10323.59	225	FFD300	30	regular
_h5_4576	24988.99	11426.46	255	FFFF31	30	regular
_h5_3719	25139.61	11545.1	255	FFFF31	30	regular
_h5_4571	37516.62	11852.63	262	FD6C9E	30	regular
_h5_4570	31876.58	19346.49	464	F0E130	30	regular
_h5_3851	31930.6	19219.52	464	F0E130	30	regular
_h5_4474	24648.09	21499.29	433	00008B	30	regular
_h5_4534	24699.83	21490.1	433	00008B	30	regular
_h5_4475	15533.71	22557.29	-1	000	10	regular
_h5_4476	19184.75	19447.07	-1	000	10	regular
_h5_4477	36213.31	13119.51	260	666699	30	regular
_h5_4194	36061.17	13183.18	89	C19A6B	30	regular
_h5_3567	36419.46	13026.19	260	666699	30	regular
_h5_3638	36469.62	12972.13	260	666699	30	regular
_h5_4546	36257.74	13097.9	260	666699	30	regular
_h5_4470	34147.42	13281.12	81	E0B582	30	regular
_h5_4407	34190.72	13276.46	81	E0B582	30	regular
_h5_4435	34251.04	13274.76	81	E0B582	30	regular
_h5_4464	34116.43	13279.1	81	E0B582	30	regular
_h5_4471	19445.75	19943.49	131	654321	30	regular
_h5_4409	19480.66	20077.59	131	654321	30	regular
_h5_4482	19515.19	19991.99	131	654321	30	regular
_h5_4472	25384.37	20564.8	-1	000	10	regular
_h5_4473	40954.31	14922.97	-1	000	10	regular
_h5_4772	14545.87	28739.16	200	5D3954	30	regular
_h5_4163	14695.92	28539.31	200	5D3954	30	regular
_h5_4771	9156.75	15103.69	145	A40000	30	regular
_h5_4774	9287.76	15108.06	145	A40000	30	regular
_h5_4478	17916.38	14990.86	-1	000	10	regular
_h5_4479	42383.53	13582.72	-1	000	10	regular
_h5_4827	21579.66	12863.2	-1	000	10	regular
_h6_17	11111.36	20563.19	127	08457E	30	regular
_h5_3836	11015.48	20606.52	127	08457E	30	regular
_h5_4840	11360.01	20425.61	127	08457E	30	regular
_h5_4185	27126.0	16783.42	-1	000	10	regular
_h5_4186	20427.21	21714.05	458	986960	30	regular
_h5_4117	20557.03	21586.12	88	CD5B45	30	regular
_h5_3971	22174.19	16355.61	38	008B8B	30	regular
_h5_4252	21893.25	16435.67	38	008B8B	30	regular
_h5_4489	16703.11	15450.97	276	856088	30	regular
_h5_4488	14021.29	23634.31	-1	000	10	regular
_h5_4538	19312.99	15016.96	-1	000	10	regular
_h5_4481	18389.77	24078.64	174	536878	30	regular
_h5_4586	18373.19	24067.24	174	536878	30	regular
_h5_4483	26964.95	11892.85	302	B8860B	30	regular
_h5_3866	27106.92	11830.93	302	B8860B	30	regular
_h5_3936	26991.29	11872.71	302	B8860B	30	regular
_h5_3967	26954.28	11926.62	302	B8860B	30	regular
_h5_4485	10826.28	20737.66	127	08457E	30	regular
_h5_4484	42959.94	16354.55	-1	000	10	regular
_h5_4181	15457.08	11257.35	385	A9A9A9	30	regular
_h5_3833	15527.66	11027.22	385	A9A9A9	30	regular
_h5_4183	41661.75	19463.06	-1	000	10	regular
_h5_4634	22694.65	22310.75	204	013220	30	regular
_h5_4585	22752.61	22471.56	204	013220	30	regular
_h5_4606	22676.14	22265.15	204	013220	30	regular
_h5_4646	22590.04	22063.65	204	013220	30	regular
_h5_4394	33328.28	13363.33	98	00416A	30	regular
_h5_4259	33297.02	13365.02	98	00416A	30	regular
_h5_4284	33376.42	13355.58	98	00416A	30	regular
_h5_4419	33344.55	13357.37	98	00416A	30	regular
_h5_4508	9836.55	13596.4	208	1A2421	30	regular
_h5_4264	9712.81	13860.69	208	1A2421	30	regular
_h5_4509	23069.86	26961.82	-1	000	10	regular
_h5_4500	19741.35	19493.92	-1	000	10	regular
_h5_4501	23219.73	22415.62	-1	000	10	regular
_h5_4502	33766.38	25387.21	-1	000	10	regular
_h5_4503	35722.34	13271.37	89	C19A6B	30	regular
_h5_3816	35729.44	13288.27	89	C19A6B	30	regular
_h5_3845	35673.23	13278.63	89	C19A6B	30	regular
_h5_4528	35889.56	13236.15	89	C19A6B	30	regular
_h5_4505	36645.73	12835.08	260	666699	30	regular
_h5_4050	36827.47	12653.46	366	BDB76B	30	regular
_h5_4406	36549.71	12913.4	260	666699	30	regular
_h5_4428	36574.76	12898.24	260	666699	30	regular
_h5_4555	36655.26	12831.12	66	483C32	30	regular
_h5_4507	14390.46	24332.33	-1	000	10	regular
_h5_4782	38907.22	21307.81	-1	000	10	regular
_h5_3669	25777.71	17897.97	154	734F96	30	regular
_h5_3960	25796.78	18115.78	154	734F96	30	regular
_h5_4085	25799.25	18159.13	154	734F96	30	regular
_h5_4293	25819.39	18170.34	154	734F96	30	regular
_h5_4349	25809.3	18015.73	154	734F96	30	regular
_h5_4781	42894.45	9474.22	365	534B4F	30	regular
_h5_4761	42656.64	9558.95	365	534B4F	30	regular
_h5_4591	43042.39	9622.24	365	534B4F	30	regular
_h5_4786	6307.28	28705.8	-1	000	10	regular
_h5_4056	15058.87	14894.03	137	543D37	30	regular
_h5_4414	15255.22	15019.9	137	543D37	30	regular
_h5_4521	15261.28	15019.46	137	543D37	30	regular
_h5_4548	15219.4	14996.41	137	543D37	30	regular
_h5_4566	14904.13	14834.81	137	543D37	30	regular
_h5_4055	25703.04	14677.34	18	1B1B1B	30	regular
_h5_4031	25688.77	14692.66	18	1B1B1B	30	regular
_h5_4143	25543.58	14844.33	8	DE3163	30	regular
_h5_4052	20370.79	10562.6	430	8B008B	30	regular
_h5_4109	20508.41	10459.37	430	8B008B	30	regular
_h5_4053	20274.64	18438.5	-1	000	10	regular
_h5_4051	27108.48	13816.33	91	7B3F00	30	regular
_h5_4135	27394.19	13729.94	35	003366	30	regular
_h6_9	35084.41	26934.65	322	4A5D23	30	regular
_h5_4046	35144.9	26866.9	322	4A5D23	30	regular
_h5_4621	38165.59	11220.42	61	B48395	30	regular
_h5_4167	38232.3	10969.89	118	556B2F	30	regular
_h5_4632	38376.95	11047.99	118	556B2F	30	regular
_h5_3588	21951.05	17520.37	213	FF8C00	30	regular
_h5_3762	22203.38	17376.28	191	F4BBFF	30	regular
_h6_1	22198.18	6783.5	30	9932CC	30	regular
_h5_4529	22200.22	6533.9	30	9932CC	30	regular
_h5_3587	23835.11	21225.6	83	779ECB	30	regular
_h5_3797	23621.66	21314.68	83	779ECB	30	regular
_h5_4355	23592.28	21325.42	83	779ECB	30	regular
_h5_4639	32213.92	19734.72	143	03C03C	30	regular
_h5_4604	32024.87	19760.89	143	03C03C	30	regular
_h5_3580	30587.93	7301.46	352	966FD6	30	regular
_h5_4234	30536.55	7096.93	352	966FD6	30	regular
_h5_4820	30573.23	7479.31	352	966FD6	30	regular
_h5_4850	30540.35	7070.35	352	966FD6	30	regular
_h5_4383	19724.94	16749.79	227	C23B22	30	regular
_h5_4041	19620.54	16730.45	227	C23B22	30	regular
_h5_4165	19685.33	16742.45	227	C23B22	30	regular
_h5_4261	19646.67	16735.29	227	C23B22	30	regular
_h5_4238	19752.79	16754.95	227	C23B22	30	regular
_h5_4789	19496.55	25124.67	-1	000	10	regular
_h5_4708	35894.68	27496.07	-1	000	10	regular
_h5_4530	26427.73	14140.18	1	C2B280	30	regular
_h5_4033	26558.16	14078.05	1	C2B280	30	regular
_h5_3862	29289.47	18751.64	-1	000	10	regular
_h5_3908	11761.37	16473.12	-1	000	10	regular
_h5_3867	20003.45	17276.55	-1	000	10	regular
_h5_3864	19920.2	13458.29	53	E75480	30	regular
_h5_4146	20069.82	13499.79	53	E75480	30	regular
_h5_4164	19784.99	13415.06	53	E75480	30	regular
_h5_3901	19146.2	22854.26	102	98817B	30	regular
_h5_4008	19229.09	22778.03	102	98817B	30	regular
_h5_4098	19053.57	22880.55	102	98817B	30	regular
_h5_4622	19094.48	22877.53	102	98817B	30	regular
_h5_4623	19187.39	22830.29	102	98817B	30	regular
_h5_4625	19050.47	22902.67	102	98817B	30	regular
_h5_4643	19256.81	22784.03	102	98817B	30	regular
_h5_3868	31606.39	6674.35	-1	000	10	regular
_h5_3904	24579.22	17206.8	113	003399	30	regular
_h5_3626	24540.05	17223.41	113	003399	30	regular
_h5_3907	25214.04	14685.87	283	4F3A3C	30	regular
_h5_4108	25336.89	14806.53	8	DE3163	30	regular
_h5_4603	12053.29	24900.4	-1	000	10	regular
_h5_4166	37788.32	23217.44	421	872657	30	regular
_h5_4364	37602.59	23319.1	421	872657	30	regular
_h5_3649	23819.96	17616.98	34	8B0000	30	regular
_h5_3716	23748.96	17602.1	34	8B0000	30	regular
_h5_3789	23784.75	17601.4	34	8B0000	30	regular
_h5_3853	23761.77	17599.73	34	8B0000	30	regular
_h5_3925	23814.14	17610.99	34	8B0000	30	regular
_h5_3986	23837.39	17620.65	34	8B0000	30	regular
_h5_4609	19724.27	22122.73	198	CB6D51	30	regular
_h5_4317	19755.45	22340.58	198	CB6D51	30	regular
_h5_4536	13085.37	13889.01	-1	000	10	regular
_h5_3646	16642.29	16409.46	-1	000	10	regular
_h5_3644	22844.62	17693.89	158	E9967A	30	regular
_h5_4000	22835.15	17674.09	158	E9967A	30	regular
_h5_4124	22837.95	17635.95	158	E9967A	30	regular
_h5_4290	22838.92	17621.95	158	E9967A	30	regular
_h5_4614	22799.12	17633.27	158	E9967A	30	regular
_h5_3645	22276.88	12999.66	144	560319	30	regular
_h5_3660	22302.29	13265.18	144	560319	30	regular
_h5_3944	22032.64	13084.86	144	560319	30	regular
_h5_3761	8833.71	26061.81	210	8FBC8F	30	regular
_h5_4719	8994.31	25959.05	210	8FBC8F	30	regular
_h5_3760	26205.41	16682.58	27	DE6FA1	30	regular
_h5_3729	26196.31	16639.62	27	DE6FA1	30	regular
_h5_4040	26081.7	16647.27	27	DE6FA1	30	regular
_h5_4111	26148.4	16495.43	27	DE6FA1	30	regular
_h5_4121	26229.1	16712.67	27	DE6FA1	30	regular
_h5_3764	15003.59	27476.42	-1	000	10	regular
_h5_3885	6098.95	23462.06	-1	000	10	regular
_h5_3887	13294.96	14235.97	-1	000	10	regular
_h5_4160	27614.95	13690.06	35	003366	30	regular
_h5_4043	27816.92	13654.83	35	003366	30	regular
_h5_4120	27516.3	13707.21	35	003366	30	regular
_h5_4137	27564.29	13698.85	35	003366	30	regular
_h5_4178	28195.91	13590.27	24	3C1414	30	regular
_h5_3726	27961.1	13646.05	24	3C1414	30	regular
_h5_3939	27980.91	13645.9	24	3C1414	30	regular
_h5_4287	31824.8	24540.24	-1	000	10	regular
_h5_3718	22872.3	18239.86	42	E1A95F	30	regular
_h5_3850	22901.97	18072.55	42	E1A95F	30	regular
_h5_3855	23048.97	18019.65	42	E1A95F	30	regular
_h5_4213	22910.53	18056.29	42	E1A95F	30	regular
_h5_4231	22901.03	18078.99	42	E1A95F	30	regular
_h5_4296	22917.53	18054.07	42	E1A95F	30	regular
_h5_4371	23130.98	18261.55	42	E1A95F	30	regular
_h5_4813	22923.19	18052.27	42	E1A95F	30	regular
_h5_4285	25476.49	14914.34	33	8CBED6	30	regular
_h5_3712	25284.51	15101.74	8	DE3163	30	regular
_h5_3923	25266.52	15118.72	8	DE3163	30	regular
_h5_3637	25471.47	14914.81	8	DE3163	30	regular
_h5_3913	25395.3	14991.46	8	DE3163	30	regular
_h5_3917	25483.29	14902.45	8	DE3163	30	regular
_h5_4283	13441.17	14706.87	-1	000	10	regular
_h5_4282	26638.95	16764.29	27	DE6FA1	30	regular
_h5_4115	26506.02	16766.59	27	DE6FA1	30	regular
_h5_4147	26576.06	16760.68	27	DE6FA1	30	regular
_h5_4831	7969.23	15174.84	220	965A3E	30	regular
_h5_4832	42268.15	8548.86	112	483D8B	30	regular
_h5_4785	42062.98	8656.6	112	483D8B	30	regular
_h5_4798	42020.78	8684.42	112	483D8B	30	regular
_h5_4113	25846.08	20667.66	-1	000	10	regular
_h5_4112	29291.3	13664.54	12	7FFF00	30	regular
_h5_4132	29168.97	13636.73	12	7FFF00	30	regular
_h5_4258	29055.5	13613.32	12	7FFF00	30	regular
_h5_3961	29361.89	13690.2	12	7FFF00	30	regular
_h5_4543	29532.76	13748.04	313	2F4F4F	30	regular
_h5_4086	21914.46	17989.36	273	177245	30	regular
_h5_3934	21911.15	17988.94	273	177245	30	regular
_h5_4192	21911.87	17996.86	273	177245	30	regular
_h5_4215	21915.13	17996.2	273	177245	30	regular
_h5_4255	21999.77	18234.13	273	177245	30	regular
_h5_4260	21998.26	18264.32	273	177245	30	regular
_h5_4295	21910.45	17884.0	273	177245	30	regular
_h5_4811	14030.23	4893.37	-1	000	10	regular
_h5_4309	20175.53	21977.23	-1	000	10	regular
_h5_4306	24424.73	13947.19	-1	000	10	regular
_h5_4304	11943.93	28759.81	161	918151	30	regular
_h5_4299	11872.39	28566.62	161	918151	30	regular
_h5_4305	24409.95	20867.03	74	FC8EAC	30	regular
_h5_4303	33746.67	13305.08	-1	000	10	regular
_h5_4737	42295.34	9337.56	-1	000	10	regular
_h5_4171	18421.61	27914.81	123	FFA812	30	regular
_h5_4030	18128.2	27974.13	123	FFA812	30	regular
_h5_4734	38546.36	25019.54	-1	000	10	regular
_h5_4733	9787.37	19370.51	-1	000	10	regular
_h5_4731	46446.16	6941.04	-1	000	10	regular
_h5_4170	30989.98	14091.59	152	AA381E	30	regular
_h5_4191	31182.04	14041.36	450	483C32	30	regular
_h5_4739	21608.46	4397.22	-1	000	10	regular
_h5_4768	18843.88	11463.43	287	CC4E5C	30	regular
_h5_3667	18551.64	11490.86	287	CC4E5C	30	regular
_h5_4679	25119.42	22306.18	-1	000	10	regular
_h5_4769	32769.86	28806.64	-1	000	10	regular
_h5_4239	23834.36	14319.02	-1	000	10	regular
_h5_4177	21810.31	10079.09	-1	000	10	regular
_h5_4233	23303.26	29212.79	117	00CED1	30	regular
_h5_3870	23341.86	29178.32	117	00CED1	30	regular
_h5_4230	8230.22	19004.03	-1	000	10	regular
_h5_4176	31914.89	16884.91	-1	000	10	regular
_h5_4237	42666.07	16835.23	-1	000	10	regular
_h5_4235	25464.45	11816.92	56	D1BEA8	30	regular
_h5_3871	25581.74	11965.64	56	D1BEA8	30	regular
_h5_3916	25434.16	11775.83	56	D1BEA8	30	regular
_h5_4593	28373.7	23808.83	-1	000	10	regular
_h5_4544	17782.24	15823.58	413	9400D3	30	regular
_h6_2	17793.54	16098.74	413	9400D3	30	regular
_h5_4545	22915.96	20375.47	-1	000	10	regular
_h5_4429	14743.13	13842.15	-1	000	10	regular
_h5_4540	10562.77	29305.17	-1	000	10	regular
_h5_4542	8041.4	27413.34	319	9B870C	30	regular
_h5_4615	7829.02	27610.2	319	9B870C	30	regular
_h5_4420	18545.46	15661.48	121	00703C	30	regular
_h5_4562	18320.26	15554.4	121	00703C	30	regular
_h5_4427	40607.31	14102.12	-1	000	10	regular
_h5_4426	20105.07	29633.9	-1	000	10	regular
_h5_4425	19784.31	26713.27	281	555555	30	regular
_h5_4417	19777.63	26698.48	281	555555	30	regular
_h5_4122	22292.94	17037.3	43	50C878	30	regular
_h5_4082	22322.77	17013.51	43	50C878	30	regular
_h5_4127	22442.52	17057.67	263	D70A53	30	regular
_h5_4580	22460.19	17054.04	43	50C878	30	regular
_h5_4123	16241.47	10365.09	-1	000	10	regular
_h5_4760	22673.77	11233.95	-1	000	10	regular
_h5_4825	43703.68	9195.85	223	A9203E	30	regular
_h5_4841	43808.15	9172.54	223	A9203E	30	regular
_h5_4452	23118.47	18659.03	312	7DF9FF	30	regular
_h5_4716	23052.96	18751.39	312	7DF9FF	30	regular
_h5_4824	29972.43	26979.96	-1	000	10	regular
_h5_4703	21818.98	18782.72	47	C154C1	30	regular
_h5_3937	21766.0	18742.63	47	C154C1	30	regular
_h5_4348	21736.87	18737.33	47	C154C1	30	regular
_h5_4799	21620.06	18638.78	47	C154C1	30	regular
_h5_4660	27462.93	23728.03	-1	000	10	regular
_h5_4862	15639.81	21971.11	-1	000	10	regular
_h5_3933	27226.73	15694.33	-1	000	10	regular
_h5_3935	20774.61	27757.6	69	EF3038	30	regular
_h5_3705	20740.32	27738.78	69	EF3038	30	regular
_h5_4196	20970.4	27856.12	69	EF3038	30	regular
_h5_4207	20702.92	27764.31	69	EF3038	30	regular
_h5_4454	29697.79	13815.29	313	2F4F4F	30	regular
_h5_3571	29697.98	13832.17	313	2F4F4F	30	regular
_h5_4045	29887.53	13903.14	313	2F4F4F	30	regular
_h5_4200	29821.13	13873.69	313	2F4F4F	30	regular
_h5_4511	29648.16	13794.45	313	2F4F4F	30	regular
_h5_4751	21488.75	26245.16	166	AB4E52	30	regular
_h5_4129	29615.22	20160.8	-1	000	10	regular
_h5_4750	32655.95	15928.13	-1	000	10	regular
_h6_19	10135.14	20666.63	-1	000	10	regular
_h5_3945	11657.21	28537.69	161	918151	30	regular
_h5_3940	19137.79	16629.47	150	DE5285	30	regular
_h5_3987	19157.12	16634.03	150	DE5285	30	regular
_h5_3687	25066.66	28476.6	-1	000	10	regular
_h5_3728	24062.58	15535.55	19	E9692C	30	regular
_h5_3665	23992.15	15584.37	19	E9692C	30	regular
_h5_3709	23988.19	15571.79	19	E9692C	30	regular
_h5_3744	23879.01	15663.87	19	E9692C	30	regular
_h5_3779	24134.57	15483.97	19	E9692C	30	regular
_h5_3896	24017.18	15567.02	19	E9692C	30	regular
_h5_3681	12087.48	21845.36	-1	000	10	regular
_h5_4168	14552.83	14686.14	177	DA3287	30	regular
_h5_4617	14326.57	14627.84	177	DA3287	30	regular
_h5_4706	22765.89	23887.02	345	228B22	30	regular
_h5_4268	22799.32	23683.37	179	FAD6A5	30	regular
_h5_4674	22801.22	23755.19	345	228B22	30	regular
_h5_4758	38253.64	23648.07	-1	000	10	regular
_h5_4692	9902.92	14195.75	-1	000	10	regular
_h6_5	6563.47	12680.87	-1	000	10	regular
_h5_4695	27284.27	27806.88	-1	000	10	regular
_h5_3839	25651.69	18841.11	234	B94E48	30	regular
_h5_3696	25710.17	18701.17	234	B94E48	30	regular
_h5_4249	25705.31	18766.75	234	B94E48	30	regular
_h5_4017	5811.75	23648.26	-1	000	10	regular
_h5_4015	19852.15	18357.12	94	704241	30	regular
_h5_3995	19846.01	18358.1	94	704241	30	regular
_h5_4071	19852.1	18353.79	94	704241	30	regular
_h5_3831	27594.71	26881.94	-1	000	10	regular
_h5_4851	46341.78	7658.08	-1	000	10	regular
_h5_4018	41129.41	16662.21	-1	000	10	regular
_h5_3834	34540.28	27564.47	375	C154C1	30	regular
_h5_4210	34581.12	27580.99	375	C154C1	30	regular
_h5_3837	28748.68	16419.81	-1	000	10	regular
_h5_4263	9432.19	17972.53	-1	000	10	regular
_h5_4262	26124.6	16247.5	219	004B49	30	regular
_h5_4247	26130.25	16094.87	219	004B49	30	regular
_h5_4286	26134.24	16052.63	219	004B49	30	regular
_h5_4341	26139.52	16041.81	219	004B49	30	regular
_h5_4267	12750.15	13450.44	147	F5C74C	30	regular
_h5_4182	12531.42	13379.41	147	F5C74C	30	regular
_h5_4266	19455.74	17312.37	251	801818	30	regular
_h5_4701	11317.93	15112.28	486	9955BB	30	regular
_h5_3759	16664.07	19229.29	369	E48400	30	regular
_h5_3613	11083.39	22435.67	-1	000	10	regular
_h5_4704	32629.35	20456.53	-1	000	10	regular
_h5_3753	35035.17	20520.98	55	CC00CC	30	regular
_h6_3	34999.93	20597.31	55	CC00CC	30	regular
_h5_4648	22748.24	11937.81	109	D473D4	30	regular
_h5_4842	22810.54	11932.28	109	D473D4	30	regular
_h5_4645	21126.57	15135.77	-1	000	10	regular
_h5_4641	24429.38	10548.76	-1	000	10	regular
_h5_4640	9244.48	13656.0	-1	000	10	regular
_h5_4582	7143.09	15591.11	-1	000	10	regular
_h5_4583	39644.1	10532.79	64	355E3B	30	regular
_h5_4677	39746.59	10493.32	329	00FFFF	30	regular
_h5_4693	39772.02	10486.15	329	00FFFF	30	regular
_h5_4584	42646.96	10738.83	-1	000	10	regular
_h5_4589	19312.76	13876.4	-1	000	10	regular
_h5_4466	19238.57	5698.0	-1	000	10	regular
_h5_4465	22987.52	19852.43	65	FFCBA4	30	regular
_h5_4524	23041.56	20026.32	65	FFCBA4	30	regular
_h5_4463	20125.46	4734.05	-1	000	10	regular
_h5_4462	20450.29	18681.98	272	FF1493	30	regular
_h5_3808	20292.25	18773.64	272	FF1493	30	regular
_h5_4460	10061.86	15181.1	72	A95C68	30	regular
_h5_4517	9961.05	15275.52	72	A95C68	30	regular
_h5_4551	9892.3	15169.91	72	A95C68	30	regular
_h5_4405	10147.22	15137.24	72	A95C68	30	regular
_h5_4736	10264.82	15122.08	72	A95C68	30	regular
_h5_4746	16591.77	24841.79	93	843F5B	30	regular
_h5_4748	16465.05	24974.7	170	0047AB	30	regular
_h5_4763	16523.56	24919.71	170	0047AB	30	regular
_h5_4747	20833.11	16652.66	-1	000	10	regular
_h5_4744	16827.24	24534.65	-1	000	10	regular
_h5_4742	32945.1	20712.29	-1	000	10	regular
_h5_4469	24620.71	20611.81	-1	000	10	regular
_h5_4602	40219.65	6874.2	-1	000	10	regular
_h5_4089	26663.34	13465.0	107	FF9933	30	regular
_h5_4024	26693.38	13574.97	107	FF9933	30	regular
_h5_4513	22539.19	21993.82	48	002E63	30	regular
_h5_4510	20297.71	29176.68	-1	000	10	regular
_h5_4516	36881.15	12592.6	366	BDB76B	30	regular
_h5_3804	37004.18	12447.85	366	BDB76B	30	regular
_h5_4514	27245.98	11488.09	-1	000	10	regular
_h5_3805	14352.47	27043.51	-1	000	10	regular
_h5_4601	22042.46	6259.26	-1	000	10	regular
_h5_3579	13703.26	12271.68	-1	000	10	regular
_h5_4368	21479.65	18690.01	47	C154C1	30	regular
_h5_3875	6323.38	19067.52	-1	000	10	regular
_h5_3876	32032.23	18034.28	207	FF77FF	30	regular
_h5_3873	31822.6	22267.32	-1	000	10	regular
_h5_3972	18386.85	17675.26	40	996666	30	regular
_h5_3973	20803.98	18592.46	197	A6E7FF	30	regular
_h5_3992	20807.84	18571.52	197	A6E7FF	30	regular
_h5_4636	13505.26	22408.65	-1	000	10	regular
_h5_4637	30759.58	9129.31	-1	000	10	regular
_h5_4380	35690.76	13848.69	-1	000	10	regular
_h5_4630	13096.06	14840.81	-1	000	10	regular
_h5_3657	36493.78	17007.87	-1	000	10	regular
_h5_3714	24137.79	16129.52	-1	000	10	regular
_h5_3710	22632.11	11586.25	-1	000	10	regular
_h5_3893	28829.01	17260.73	218	EFDFBB	30	regular
_h5_3897	20730.65	21463.52	88	CD5B45	30	regular
_h5_3895	27757.35	15279.01	-1	000	10	regular
_h5_4788	30381.62	7872.44	-1	000	10	regular
_h5_3888	20918.31	15487.49	-1	000	10	regular
_h5_4126	17494.26	11053.81	-1	000	10	regular
_h5_4125	22084.02	21113.99	-1	000	10	regular
_h5_4042	15726.8	25510.66	314	00BFFF	30	regular
_h5_4006	15759.89	25483.83	314	00BFFF	30	regular
_h5_4790	15794.59	25452.39	314	00BFFF	30	regular
_h5_4829	18255.94	12322.08	-1	000	10	regular
_h5_4313	12562.09	5246.54	-1	000	10	regular
_h5_4315	23165.47	18087.93	42	E1A95F	30	regular
_h5_4091	23078.59	18018.64	42	E1A95F	30	regular
_h5_4865	23110.24	18042.79	42	E1A95F	30	regular
_h5_4381	23161.18	18329.8	42	E1A95F	30	regular
_h5_4314	12595.34	20342.54	190	4A646C	30	regular
_h5_4752	12340.44	20439.08	190	4A646C	30	regular
_h5_4316	34120.62	17610.62	-1	000	10	regular
_h5_4250	33519.96	16343.3	-1	000	10	regular
_h5_4251	24003.64	29611.0	-1	000	10	regular
_h5_4253	26814.37	18216.47	196	7E5E60	30	regular
_h5_4321	26729.73	18288.24	196	7E5E60	30	regular
_h5_4254	18030.56	7934.87	-1	000	10	regular
_h5_4256	28872.47	19560.1	-1	000	10	regular
_h5_4257	25249.67	15134.62	8	DE3163	30	regular
_h5_4073	25236.37	15147.17	8	DE3163	30	regular
_h5_3628	8340.73	26480.7	-1	000	10	regular
_h5_3624	23692.68	18502.18	133	66424D	30	regular
_h5_3919	23778.5	18316.76	133	66424D	30	regular
_h5_4386	10615.33	26888.61	-1	000	10	regular
_h5_4387	18911.14	15933.79	70	BA8759	30	regular
_h5_4202	18945.0	15968.27	70	BA8759	30	regular
_h5_4224	36962.44	26587.34	-1	000	10	regular
_h5_4159	14768.53	19641.43	-1	000	10	regular
_h5_4388	16548.81	27310.86	-1	000	10	regular
_h5_4222	37373.02	13883.33	-1	000	10	regular
_h5_4379	36301.22	9527.88	-1	000	10	regular
_h5_4097	20332.08	16860.75	95	1560BD	30	regular
_h5_3794	20332.64	16857.5	95	1560BD	30	regular
_h5_4219	20306.88	16856.39	95	1560BD	30	regular
_h5_4624	20277.12	17144.1	95	1560BD	30	regular
_h5_4557	39103.56	8598.37	-1	000	10	regular
_h5_4556	22638.65	16969.04	43	50C878	30	regular
_h5_4554	15111.7	19582.86	-1	000	10	regular
_h5_4553	25923.33	9125.11	-1	000	10	regular
_h5_4418	17286.94	18731.15	-1	000	10	regular
_h5_4416	23673.27	21530.4	83	779ECB	30	regular
_h5_3566	23467.97	21330.77	83	779ECB	30	regular
_h5_4525	23448.62	21352.59	83	779ECB	30	regular
_h5_4412	22782.86	27064.37	-1	000	10	regular
_h5_4413	19435.49	29803.3	303	C19A6B	30	regular
