id	x	y	group
_h6_3	34999.93	19402.69	55
_h5_4648	22748.24	28062.19	109
_h5_4842	22810.54	28067.72	109
_h5_4583	39644.1	29467.21	64
_h5_4677	39746.59	29506.68	329
_h5_4693	39772.02	29513.85	329
_h5_4465	22987.52	20147.57	65
_h5_4524	23041.56	19973.68	65
_h5_4462	20450.29	21318.02	272
_h5_3808	20292.25	21226.36	272
_h5_4460	10061.86	24818.9	72
_h5_4517	9961.05	24724.48	72
_h5_4551	9892.3	24830.09	72
_h5_4405	10147.22	24862.76	72
_h5_4736	10264.82	24877.92	72
_h5_4746	16591.77	15158.21	93
_h5_4748	16465.05	15025.3	170
_h5_4763	16523.56	15080.29	170
_h5_4089	26663.34	26535.0	107
_h5_4024	26693.38	26425.03	107
_h5_4513	22539.19	18006.18	48
_h5_4516	36881.15	27407.4	366
_h5_3804	37004.18	27552.15	366
_h5_4368	21479.65	21309.99	47
_h5_3876	32032.23	21965.72	207
_h5_3972	18386.85	22324.74	40
_h5_3973	20803.98	21407.54	197
_h5_3992	20807.84	21428.48	197
_h5_3893	28829.01	22739.27	218
_h5_3897	20730.65	18536.48	88
_h5_4042	15726.8	14489.34	314
_h5_4006	15759.89	14516.17	314
_h5_4790	15794.59	14547.61	314
_h5_4315	23165.47	21912.07	42
_h5_4091	23078.59	21981.36	42
_h5_4865	23110.24	21957.21	42
_h5_4381	23161.18	21670.2	42
_h5_4314	12595.34	19657.46	190
_h5_4752	12340.44	19560.92	190
_h5_4253	26814.37	21783.53	196
_h5_4321	26729.73	21711.76	196
_h5_4257	25249.67	24865.38	8
_h5_4073	25236.37	24852.83	8
_h5_3624	23692.68	21497.82	133
_h5_3919	23778.5	21683.24	133
_h5_4387	18911.14	24066.21	70
_h5_4202	18945.0	24031.73	70
_h5_4097	20332.08	23139.25	95
_h5_3794	20332.64	23142.5	95
_h5_4219	20306.88	23143.61	95
_h5_4624	20277.12	22855.9	95
_h5_4556	22638.65	23030.96	43
_h5_4416	23673.27	18469.6	83
_h5_3566	23467.97	18669.23	83
_h5_4525	23448.62	18647.41	83
_h5_4413	19435.49	10196.7	303
_h5_4410	19228.65	10176.91	303
_h5_3922	25144.94	20393.99	138
_h5_3911	25068.14	20275.99	138
_h5_3742	25213.61	20460.91	138
_h5_4070	26287.29	24901.87	62
_h5_4106	26289.09	24867.4	62
_h5_3968	26265.17	25028.69	62
_h5_4076	26278.81	25065.7	62
_h5_4077	26255.69	25094.88	62
_h5_4496	23265.67	20000.48	360
_h5_3998	22603.29	23626.01	43
_h5_4133	22606.6	23625.88	43
_h5_3996	26714.23	27723.08	156
_h5_4458	26635.8	27626.72	156
_h5_3599	23431.3	18648.13	83
_h5_4211	30167.73	25961.32	152
_h5_3746	34973.83	26715.23	111
_h5_4148	34945.63	26712.76	111
_h5_4670	40589.36	30463.97	84
_h5_4675	22862.95	16671.93	362
_h5_4663	22865.82	16757.55	362
_h5_4594	30016.48	31774.17	215
_h5_4754	29955.24	31726.5	215
_h5_4327	23014.33	32096.54	36
_h5_3597	23019.61	32225.85	36
_h5_4757	7390.27	27440.25	122
_h5_4696	7358.24	27440.84	122
_h5_3785	12815.18	11474.5	2
_h5_4350	25069.5	26530.69	393
_h5_4494	25036.88	26496.84	393
_h5_4352	22411.09	19327.29	11
_h5_4319	21988.77	21696.0	363
_h5_4495	19741.52	19830.46	51
_h5_4204	19630.97	19731.22	51
_h5_3562	32441.44	21890.29	407
_h5_3770	32393.38	21924.7	407
_h5_4144	38555.13	29108.42	118
_h5_4145	21054.34	12004.15	69
_h5_3707	22888.49	29770.41	248
_h5_4791	22931.41	29629.14	248
_h5_4203	25799.87	21576.11	234
_h5_4819	30939.98	34423.51	406
_h5_3632	30771.5	34592.71	406
_h5_4242	25469.0	20817.76	318
_h5_3989	25344.6	20675.0	138
_h5_4560	23835.31	13995.69	32
_h5_3773	23975.15	14119.38	32
_h5_4402	17575.59	16434.74	73
_h5_4662	17492.81	16308.92	73
_h5_4063	22700.8	24606.45	286
_h5_3591	24365.98	24680.79	19
_h5_4843	22038.33	12695.19	28
_h5_3856	9302.29	13223.68	229
_h5_4442	9200.97	13241.33	229
_h5_4297	18535.55	21524.42	108
