id	x	y	group	color	size
_h6_2236	26146.2	31873.54	-1	ddd	10
_h5_4338	23208.21	23539.55	187	F64A8A	50
_h5_4310	23173.34	23524.55	187	F64A8A	50
_h6_202	24639.1	18492.51	122	ACE1AF	50
_h5_4448	19744.74	18785.59	122	ACE1AF	50
_h5_3792	23669.75	23667.06	187	F64A8A	50
_h5_4347	22791.26	26436.26	-1	ddd	10
_h5_4324	19764.37	18570.91	122	ACE1AF	50
_h5_4333	17530.31	16416.8	17609	4B5320	50
_h5_4365	17561.33	16446.86	17609	4B5320	50
_h5_4332	21562.73	18241.5	122	ACE1AF	50
_h5_4209	22413.14	13685.93	-1	ddd	10
_h5_4280	18352.07	16904.49	17609	4B5320	50
_h6_1462	34471.47	26726.78	7962	FF033E	50
_h6_2133	41906.75	27746.8	-1	ddd	10
_h6_1307	22759.08	25053.23	-1	ddd	10
_h6_1222	32554.71	26460.29	189638	8F00FF	50
_h5_4631	23416.11	21167.11	50084	0000FF	50
_h6_1549	19568.6	10201.66	-1	ddd	10
_h5_4330	31575.61	26097.05	189638	8F00FF	50
_h6_1265	26220.56	24271.83	484	FBCCE7	50
_h5_4337	7123.3	29766.5	-1	ddd	10
_h6_1781	17924.4	25041.07	2873	72A0C1	50
_h6_979	25532.34	20917.65	484	FBCCE7	50
_h6_783	42168.16	24627.81	-1	ddd	10
_h6_2874	41710.89	23196.73	-1	ddd	10
_h6_2693	15829.89	14578.76	17609	4B5320	50
_h5_4336	40634.45	30138.26	196739	96C8A2	50
_h6_2817	21859.95	13303.69	222951	965A3E	50
_h6_2629	46747.84	22228.08	-1	ddd	10
_h6_3076	13586.48	29418.6	-1	ddd	10
_h5_4049	35561.71	18099.35	-1	ddd	10
_h6_1495	21183.71	18952.91	122	ACE1AF	50
_h6_1439	30967.3	22462.61	-1	ddd	10
_h6_2779	21308.86	13690.33	222951	965A3E	50
_h5_3860	9625.81	10731.87	276249	734F96	50
_h5_4335	43365.23	30679.47	196739	96C8A2	50
_h6_1463	23176.44	21574.49	50084	0000FF	50
_h6_1925	15175.85	25023.8	71609	1974D2	50
_h6_1611	23587.07	22350.15	-1	ddd	10
_h6_2470	29089.69	30936.86	53	E75480	50
_h6_1169	19217.08	23343.16	2873	72A0C1	50
_h6_1127	22343.62	23231.98	187	F64A8A	50
_h5_4730	31949.89	21806.99	-1	ddd	10
_h5_4725	28680.62	30300.31	53	E75480	50
_h5_4743	24191.16	24697.99	-1	ddd	10
_h5_4689	26156.17	25639.0	484	FBCCE7	50
_h6_2484	32550.55	19796.59	-1	ddd	10
_h5_4688	22766.04	19410.07	122	ACE1AF	50
_h5_4720	8728.93	13320.91	-1	ddd	10
_h5_4700	9760.31	11461.84	-1	ddd	10
_h5_4721	15835.39	24727.96	71609	1974D2	50
_h5_4749	17104.62	24578.18	107869	A67B5B	50
_h6_2946	42466.04	31542.57	196739	96C8A2	50
_h6_2441	14148.15	11976.66	17609	4B5320	50
_h5_4723	25020.05	24625.63	-1	ddd	10
_h6_1170	35306.53	26702.07	7962	FF033E	50
_h6_2748	15673.51	14452.6	17609	4B5320	50
_h5_4642	24798.65	19749.8	484	FBCCE7	50
_h6_2610	16837.98	15446.39	17609	4B5320	50
_h6_2683	6267.14	16609.43	-1	ddd	10
_h5_4779	23770.93	25639.61	-1	ddd	10
_h6_1221	21426.81	21320.36	50084	0000FF	50
_h6_2881	22798.71	25353.0	-1	ddd	10
_h5_4682	29294.44	26334.68	189638	8F00FF	50
_h6_1418	12160.34	11303.59	183922	FF003F	50
_h5_4680	24334.6	19086.68	484	FBCCE7	50
_h5_4735	24999.96	24604.54	-1	ddd	10
_h5_4687	26206.45	23458.11	484	FBCCE7	50
_h6_1192	10513.57	13135.95	-1	ddd	10
_h5_4685	25376.97	20687.43	484	FBCCE7	50
_h5_4671	21733.28	22380.1	-1	ddd	10
_h5_4684	38239.65	28841.94	196739	96C8A2	50
_h6_10	23091.23	21726.71	50084	0000FF	50
_h5_4236	25258.25	14615.28	-1	ddd	10
_h6_2560	11084.08	24920.67	59450	CC0000	50
_h6_2798	42404.14	31511.77	196739	96C8A2	50
_h6_747	19099.17	20822.74	122	ACE1AF	50
_h5_4467	20835.67	24464.25	-1	ddd	10
_h6_1533	12088.82	11284.4	183922	FF003F	50
_h5_4805	28049.59	26366.23	189638	8F00FF	50
_h6_2463	30563.65	33015.73	186065	00FF00	50
_h6_778	21590.93	18466.07	122	ACE1AF	50
_h5_4861	35010.27	26714.15	7962	FF033E	50
_h6_156	24134.17	23868.33	187	F64A8A	50
_h6_2091	32484.74	24358.12	228900	B87333	50
_h5_4845	22629.2	15795.21	222951	965A3E	50
_h6_615	25819.75	21819.0	484	FBCCE7	50
_h5_4445	22736.66	25486.53	-1	ddd	10
_h5_4226	24153.88	23894.36	187	F64A8A	50
_h5_4558	24145.83	24539.57	-1	ddd	10
_h6_6	25473.74	25082.79	484	FBCCE7	50
_h5_4444	31279.69	12072.41	-1	ddd	10
_h5_3725	8133.44	12712.0	-1	ddd	10
_h6_2013	14903.35	13562.46	17609	4B5320	50
_h6_1393	25966.78	25387.78	484	FBCCE7	50
_h6_693	19761.5	18618.75	122	ACE1AF	50
_h5_3652	30794.64	33668.5	-1	ddd	10
_h5_3877	21791.43	34712.92	229603	DA8A67	50
_h6_138	19204.69	23108.67	2873	72A0C1	50
_h5_4447	23241.11	18651.39	122	ACE1AF	50
_h5_4130	13201.72	11673.0	183922	FF003F	50
_h5_4657	21870.94	22863.41	187	F64A8A	50
_h5_4446	25623.0	25238.4	484	FBCCE7	50
_h6_7	21267.66	17171.72	-1	ddd	10
_h5_4869	6832.47	18913.98	-1	ddd	10
_h6_3051	24751.8	38482.45	-1	ddd	10
_h5_4456	23623.68	23639.47	187	F64A8A	50
_h5_4714	19078.92	20941.12	122	ACE1AF	50
_h5_4854	21287.94	17134.41	-1	ddd	10
_h5_4356	21767.09	17025.44	-1	ddd	10
_h6_1129	22279.83	19000.15	122	ACE1AF	50
_h6_1183	22633.33	19162.81	122	ACE1AF	50
_h5_4434	24823.96	24409.62	-1	ddd	10
_h5_4729	26132.92	25644.2	484	FBCCE7	50
_h6_1485	14330.73	25387.01	71609	1974D2	50
_h6_281	28411.07	26430.03	189638	8F00FF	50
_h5_4438	19473.55	17440.1	122	ACE1AF	50
_h6_3065	7179.71	24920.33	-1	ddd	10
_h6_1721	9816.66	13233.08	-1	ddd	10
_h5_4468	19126.2	23789.25	2873	72A0C1	50
_h5_4581	22912.87	22013.0	50084	0000FF	50
_h6_2788	30243.48	31983.05	186065	00FF00	50
_h5_4453	22401.28	23023.81	187	F64A8A	50
_h5_4533	19623.78	19776.97	122	ACE1AF	50
_h6_2836	30323.45	32089.7	186065	00FF00	50
_h5_4535	32427.02	26425.08	189638	8F00FF	50
_h6_1884	31357.39	22164.62	-1	ddd	10
_h6_2651	16612.83	15188.74	17609	4B5320	50
_h6_1839	23376.21	28111.37	-1	ddd	10
_h5_3879	14502.43	24130.75	270721	1A2421	50
_h5_4537	29340.32	26316.32	189638	8F00FF	50
_h5_4279	26105.24	25637.81	484	FBCCE7	50
_h6_1505	32018.25	21977.19	-1	ddd	10
_h6_1602	25668.4	28044.36	128570	99BADD	50
_h6_761	28080.36	26387.81	189638	8F00FF	50
_h5_4102	21599.39	11747.42	222951	965A3E	50
_h6_2942	11607.59	19633.62	66505	CB4154	50
