id	x	y	group	color	size
_h5_4339	35721.42	31003.03	-1	ddd	10
_h5_4338	18481.59	21486.4	108	E5AA70	50
_h5_4310	18573.01	21551.23	108	E5AA70	50
_h5_4449	24028.39	14544.62	-1	ddd	10
_h5_4448	33985.92	26709.98	81	E0B582	50
_h5_3792	34026.32	26715.65	81	E0B582	50
_h5_4347	33694.21	26689.93	81	E0B582	50
_h5_4324	33870.53	26705.68	81	E0B582	50
_h5_4333	29654.93	22704.66	359	4F7942	50
_h5_4365	29842.04	22768.98	359	4F7942	50
_h5_4332	30929.91	25895.12	140	FF2800	50
_h5_4209	30722.95	25863.41	140	FF2800	50
_h5_4280	30887.08	25886.42	140	FF2800	50
_h5_4302	31181.99	25958.63	140	FF2800	50
_h5_4331	18876.39	26666.96	178	6C541E	50
_h5_3941	19836.3	26569.27	-1	ddd	10
_h5_4116	19357.66	26522.05	178	6C541E	50
_h5_4631	19313.04	26122.58	-1	ddd	10
_h5_3684	18627.93	26712.39	178	6C541E	50
_h5_4330	34924.82	19255.51	55	CC00CC	50
_h5_4669	34971.88	18624.74	-1	ddd	10
_h5_4337	19089.17	21683.1	39	6C3082	50
_h5_3594	19079.41	21552.97	39	6C3082	50
_h5_4036	19097.01	21791.01	39	6C3082	50
_h5_4068	19108.69	21955.69	39	6C3082	50
_h5_4362	19085.77	21640.94	39	6C3082	50
_h5_4378	19113.7	21974.46	39	6C3082	50
_h5_4336	24475.27	19201.24	83	779ECB	50
_h5_3703	23672.39	18716.39	83	779ECB	50
_h5_3818	23890.26	18799.34	83	779ECB	50
_h5_3819	23344.5	18655.34	83	779ECB	50
_h5_4049	24592.5	19346.95	138	CC6666	50
_h5_4360	24357.0	19082.34	83	779ECB	50
_h5_4487	24497.82	19226.24	83	779ECB	50
_h5_3849	24002.9	18856.23	83	779ECB	50
_h5_3860	23929.2	18817.72	83	779ECB	50
_h5_4335	26064.66	22990.3	27	DE6FA1	50
_h5_4128	26146.17	23260.51	27	DE6FA1	50
_h5_4334	21669.1	23801.82	15	F7E98E	50
_h5_4308	21766.02	23668.71	15	F7E98E	50
_h5_4724	17547.58	16407.87	73	E5CCC9	50
_h5_3731	16645.87	15248.52	170	0047AB	50
_h5_4715	17521.2	16495.66	73	E5CCC9	50
_h5_4730	17387.28	16234.55	73	E5CCC9	50
_h5_4725	22705.9	15934.86	380	FFFAF0	50
_h5_4743	22627.01	15750.47	380	FFFAF0	50
_h5_4689	35409.86	18225.41	346	FFBF00	50
_h5_4134	35255.38	18349.24	346	FFBF00	50
_h5_4688	29007.62	30813.03	-1	ddd	10
_h5_4720	20877.94	12964.62	101	FF1493	50
_h5_4700	20829.02	12766.17	101	FF1493	50
_h5_4721	25368.84	17283.06	301	CCFF00	50
_h5_4749	25396.87	17239.38	301	CCFF00	50
_h5_4722	21137.71	22162.75	-1	ddd	10
_h5_4638	21434.93	22503.06	-1	ddd	10
_h5_4723	40547.82	30079.99	84	014421	50
_h5_4153	41289.78	30956.95	146	FFFDD0	50
_h5_4620	40684.51	30213.32	84	014421	50
_h5_4642	40649.69	30179.35	84	014421	50
_h5_4741	40431.5	29966.53	84	014421	50
_h5_4745	40620.13	30145.9	84	014421	50
_h5_4779	40717.36	30240.74	84	014421	50
_h5_4683	22835.05	16417.72	345	228B22	50
_h5_4644	22857.45	16594.79	345	228B22	50
_h5_4682	38992.91	20448.24	-1	ddd	10
_h5_4681	25026.01	23056.43	-1	ddd	10
_h5_4680	39979.34	29619.8	84	014421	50
_h5_4735	40207.0	29771.91	84	014421	50
_h5_4687	36734.11	16844.71	-1	ddd	10
_h5_4686	19797.27	18504.75	267	00FF00	50
_h5_4685	13174.55	19920.3	293	BE0032	50
_h5_4671	13339.51	19995.6	293	BE0032	50
_h5_4684	44777.21	25643.03	-1	ddd	10
_h6_10	14956.59	14607.56	75	856D4D	50
_h5_4236	15140.4	14366.21	171	0072BB	50
_h5_4690	14889.43	14735.64	75	856D4D	50
_h5_4718	23527.53	10249.66	-1	ddd	10
_h5_4777	15455.76	13935.04	171	0072BB	50
_h5_4467	15861.07	14593.07	171	0072BB	50
_h5_4709	15238.61	14203.48	171	0072BB	50
_h5_4805	15763.9	14523.55	171	0072BB	50
_h5_4738	15448.31	14074.24	171	0072BB	50
_h5_4770	15475.63	13954.16	171	0072BB	50
_h5_4861	43870.69	23217.49	-1	ddd	10
_h5_4776	14306.15	12381.27	-1	ddd	10
