id	x	y	group
344	26255.69	25094.88	50
337	26287.29	24901.87	50
369	26289.09	24867.4	50
259	26265.17	25028.69	50
343	26278.81	25065.7	50
0	19088.87	21679.37	60
75	19073.53	21417.79	60
520	19056.14	21397.95	60
59	19101.34	21820.47	72
66	19125.93	21794.8	72
398	19079.78	21823.6	72
555	19066.52	21632.86	60
347	19640.1	17705.79	28
185	19588.0	17567.72	28
521	19483.31	17522.95	28
825	19642.17	17667.21	28
560	19755.45	17659.42	28
846	19724.27	17877.27	28
340	25236.37	24852.83	82
124	25197.6	24812.27	82
139	25196.68	24816.02	82
140	25200.33	24819.67	82
377	25202.97	24817.64	82
85	25284.51	24898.26	82
224	25266.52	24881.28	82
227	25218.49	24836.87	82
242	25212.05	24831.01	82
295	25214.56	24828.84	82
503	25249.67	24865.38	82
217	25395.3	25008.54	82
341	23225.98	22133.05	0
179	23048.97	21980.35	0
356	23078.59	21981.36	0
1093	23110.24	21957.21	0
558	23165.47	21912.07	0
26	23241.52	22156.46	0
46	23237.5	22148.76	0
161	23235.63	22151.5	0
967	23228.85	22131.3	0
1098	23468.1	22268.86	0
810	20420.09	12136.0	130
9	20359.09	12285.82	130
125	20397.01	12237.67	130
461	20702.92	12235.69	12
537	20280.27	12385.92	130
811	13779.45	16737.79	435
522	13715.04	16924.99	435
813	24988.99	28573.54	355
91	25139.61	28454.9	355
348	22322.77	22986.49	19
25	22390.22	23019.15	19
32	22395.75	23021.48	19
47	22401.28	23023.81	19
384	22292.94	22962.7	19
389	22442.52	22942.33	19
817	22460.19	22945.96	19
816	29413.99	17606.24	168
17	29376.09	17639.21	168
630	29379.44	17619.34	168
595	19806.69	19553.24	48
459	19630.97	19731.22	48
757	19700.37	19641.48	48
138	19796.85	19469.89	48
733	19741.52	19830.46	48
790	19764.74	19463.31	48
799	19839.4	19467.84	48
719	18389.77	15921.36	304
823	18373.19	15932.76	304
718	21567.16	18953.91	132
93	21669.02	18945.23	132
682	21603.05	18748.75	132
688	21614.27	18931.08	132
715	36213.31	26880.49	232
450	36061.17	26816.82	232
7	36419.46	26973.81	4
42	36469.62	27027.87	4
784	36257.74	26902.1	232
712	24648.09	18500.71	125
772	24699.83	18509.9	125
914	17839.08	16646.82	69
319	17632.68	16486.6	69
327	17666.78	16514.84	69
892	17660.92	16514.27	69
265	17755.82	16607.77	69
292	17705.16	16546.13	69
674	17841.57	16644.52	69
887	17795.36	16617.16	69
902	17755.36	16584.66	69
908	17693.45	16541.01	69
912	17834.27	16647.55	69
938	17939.36	16704.79	69
606	30341.47	22793.93	152
575	30148.19	22833.42	152
245	19215.78	23031.05	292
237	19137.79	23370.53	9
272	19157.12	23365.97	9
585	19136.41	23463.29	9
706	31949.87	21744.81	227
818	31907.36	21780.07	227
916	40466.48	30000.65	305
970	40677.49	30206.47	226
911	22862.95	16671.93	417
899	22865.82	16757.55	417
1063	7969.23	24825.16	316
39	8085.01	24836.14	316
1062	15002.3	13686.21	334
871	14925.42	13659.33	334
1065	14974.25	13654.92	334
1082	15015.18	13690.71	334
1092	15056.86	13742.16	334
1064	42268.15	31451.14	209
1020	42062.98	31343.4	209
1033	42020.78	31315.58	209
619	19072.92	21351.35	60
309	19075.11	21173.93	60
335	19069.52	21326.64	60
910	22801.22	16244.81	45
514	22799.32	16316.63	45
880	22724.38	15984.58	45
942	22765.89	16112.98	45
913	39746.59	29506.68	381
820	39644.1	29467.21	381
929	39772.02	29513.85	381
298	25929.95	22775.48	250
12	26061.28	22965.67	250
261	25978.33	22853.97	250
417	26082.52	23016.13	250
527	26045.61	22977.24	250
299	26693.38	26425.03	359
354	26663.34	26535.0	359
294	19852.15	21642.88	33
278	19846.01	21641.9	33
338	19852.1	21646.21	33
293	26056.44	25638.12	161
182	26088.25	25636.5	161
246	26144.57	25645.37	161
289	26031.27	25629.39	161
368	26198.57	25628.13	161
273	26271.72	25514.49	161
373	26299.24	25677.39	161
519	26285.91	25572.52	161
362	19053.57	17119.45	103
859	19094.48	17122.47	103
862	19050.47	17097.33	103
291	32363.93	26570.62	85
251	32299.72	26362.82	85
256	32435.84	26516.84	85
554	32480.37	26532.22	85
624	32244.41	26364.94	85
591	25069.5	26530.69	222
