id	x	y	group	color	size	metadata
_h6_3931	35280.73	8955.47	-1	000	10	regular
_h6_2470	22169.68	10835.23	-1	000	10	regular
_h6_5656	16912.05	17629.29	-1	000	10	regular
_h6_4467	15571.06	19503.86	-1	000	10	regular
_h5_4730	38763.77	23877.33	262965	FFD300	30	regular
_h5_4725	31734.61	5265.5	-1	000	10	regular
_h6_3338	19013.07	16056.09	361920	E03C31	30	regular
_h6_3913	24453.39	21205.76	399708	7FFFD4	30	regular
_h6_2484	25055.08	16936.17	478212	CB4154	30	regular
_h6_3753	26664.12	13538.33	189638	8F00FF	30	regular
_h6_4617	19589.33	22416.7	389804	008000	30	regular
_h6_3596	19118.18	16502.47	361920	E03C31	30	regular
_h5_4721	11630.4	16162.79	-1	000	10	regular
_h6_4487	15577.71	19499.38	-1	000	10	regular
_h6_2946	28000.63	13622.79	189638	8F00FF	30	regular
_h6_2441	25003.07	19868.8	399708	7FFFD4	30	regular
_h5_4723	19198.56	14937.78	-1	000	10	regular
_h6_1170	24117.36	17557.87	-1	000	10	regular
_h6_2748	21912.75	17907.63	17609	4B5320	30	maxLifetime
_h5_4642	13465.17	28175.11	365706	7CB9E8	30	regular
_h6_5294	41240.22	9299.84	443801	3D0C02	30	regular
_h6_2683	15568.11	25644.37	389804	008000	30	regular
_h6_3880	37078.35	12359.16	443801	3D0C02	30	regular
_h6_4225	26576.26	12465.39	189638	8F00FF	30	regular
_h6_2881	30628.97	7954.38	-1	000	10	regular
_h6_5410	21818.86	26524.99	-1	000	10	regular
_h6_1418	21361.26	18667.44	268482	B8860B	30	regular
_h5_4680	14440.23	24750.33	-1	000	10	regular
_h6_5147	17025.83	24243.79	389804	008000	30	regular
_h6_4724	22448.02	21649.26	399708	7FFFD4	30	regular
_h6_5056	15783.59	26377.71	-1	000	10	regular
_h5_4685	30363.86	7927.19	-1	000	10	regular
_h6_5316	41856.4	8807.05	443801	3D0C02	30	regular
_h5_4684	25790.51	18385.11	189638	8F00FF	30	regular
_h6_4124	36833.45	14052.17	-1	000	10	regular
_h6_4748	28263.91	10147.22	-1	000	10	regular
_h6_2560	22155.97	12504.93	-1	000	10	regular
_h6_2798	26275.36	15018.23	189638	8F00FF	30	regular
_h6_5624	15081.89	26229.9	389804	008000	30	regular
_h6_3814	12606.45	15067.56	294192	560319	30	regular
_h6_1533	21296.65	18654.75	268482	B8860B	30	regular
_h5_4805	42075.94	12891.83	-1	000	10	regular
_h6_2463	23249.61	14852.13	-1	000	10	regular
_h6_778	22204.85	17385.06	17609	4B5320	30	maxLifetime
_h5_4861	23106.28	21345.56	399708	7FFFD4	30	regular
_h6_3792	9362.16	19913.62	-1	000	10	regular
_h6_4186	35813.79	13260.6	443801	3D0C02	30	regular
_h5_4845	26289.78	28392.34	-1	000	10	regular
_h6_615	30447.34	7862.88	-1	000	10	regular
_h6_4076	22861.1	18400.19	268482	B8860B	30	regular
_h6_5131	15926.0	25352.94	389804	008000	30	regular
_h6_3499	24297.49	20963.42	399708	7FFFD4	30	regular
_h6_4267	30321.0	10981.87	-1	000	10	regular
_h6_4026	21045.21	21031.11	361920	E03C31	30	regular
_h6_4347	13700.61	27985.53	365706	7CB9E8	30	regular
_h6_2013	23472.49	24481.75	-1	000	10	regular
_h6_3287	29732.12	17299.74	-1	000	10	regular
_h6_3557	26479.44	16765.06	189638	8F00FF	30	regular
_h6_4851	25394.42	22215.4	399708	7FFFD4	30	regular
_h6_3934	24716.57	20447.32	399708	7FFFD4	30	regular
_h6_138	26380.92	14559.65	189638	8F00FF	30	regular
_h6_3928	22864.43	10212.91	-1	000	10	regular
_h6_4396	6926.65	8408.27	-1	000	10	regular
_h6_4458	22067.16	21089.58	-1	000	10	regular
_h6_4858	22856.14	22981.28	-1	000	10	regular
_h6_5626	20831.34	27252.62	-1	000	10	regular
_h6_4815	19182.06	13377.82	-1	000	10	regular
_h6_3051	24438.21	10629.24	-1	000	10	regular
_h6_4455	41402.99	8644.06	443801	3D0C02	30	regular
_h6_5298	15839.29	25414.47	389804	008000	30	regular
_h5_4854	12208.92	28662.59	365706	7CB9E8	30	regular
_h6_4763	32153.02	19669.16	138195	EEDC82	30	regular
_h6_1129	9881.88	15147.46	-1	000	10	regular
_h6_1183	9778.22	15128.01	-1	000	10	regular
_h6_3330	14588.18	14709.72	294192	560319	30	regular
_h6_3510	23784.38	18396.91	-1	000	10	regular
_h6_1485	7339.8	19155.43	-1	000	10	regular
_h6_4135	35176.41	20035.81	-1	000	10	regular
_h6_4818	9726.85	16576.81	-1	000	10	regular
_h6_3065	19716.78	20983.92	361920	E03C31	30	regular
_h6_1721	19722.32	20308.62	361920	E03C31	30	regular
_h5_4468	7562.08	10663.31	-1	000	10	regular
_h6_4316	16364.37	15420.36	294192	560319	30	regular
_h6_5353	11907.86	20386.29	-1	000	10	regular
_h6_4047	42394.75	16283.56	465743	0D98BA	30	regular
_h5_4533	9243.65	26754.48	-1	000	10	regular
_h6_5400	32408.09	14473.88	276789	8B008B	30	regular
_h5_4535	25662.1	14720.86	189638	8F00FF	30	regular
_h6_1884	23164.76	17923.54	268482	B8860B	30	regular
_h6_2651	19177.2	13316.28	-1	000	10	regular
_h6_1839	31959.56	13763.21	276789	8B008B	30	regular
_h6_4901	11759.91	28334.13	365706	7CB9E8	30	regular
_h5_4537	23057.28	8821.16	-1	000	10	regular
_h6_3907	29266.96	12263.86	-1	000	10	regular
_h6_1505	30308.49	10980.14	-1	000	10	regular
_h6_1602	32440.14	14609.38	276789	8B008B	30	regular
_h6_761	19390.64	22476.19	389804	008000	30	regular
_h6_3886	19200.6	17967.31	361920	E03C31	30	regular
_h6_2942	19444.47	18343.87	361920	E03C31	30	regular
_h6_3443	30466.89	14130.52	276789	8B008B	30	regular
_h6_4817	41328.73	9226.97	443801	3D0C02	30	regular
_h6_1801	20482.96	18432.46	268482	B8860B	30	regular
_h6_5618	14801.07	26579.52	389804	008000	30	regular
_h6_5244	25786.77	23428.05	399708	7FFFD4	30	regular
_h6_5081	15225.69	25810.3	389804	008000	30	regular
_h6_4106	20332.73	18062.53	66505	CB4154	30	regular
_h6_1484	26211.56	14376.14	189638	8F00FF	30	regular
_h5_4059	23004.73	7240.59	312880	EF3038	30	regular
_h6_1493	23615.27	15842.55	17609	4B5320	30	maxLifetime
_h6_1321	19205.54	16441.09	361920	E03C31	30	regular
_h6_4633	31908.34	19407.89	138195	EEDC82	30	regular
_h6_1507	27956.01	10382.84	-1	000	10	regular
_h5_4666	40844.77	17286.58	-1	000	10	regular
_h6_4279	24767.75	11285.37	-1	000	10	regular
_h6_3300	19275.69	16457.82	361920	E03C31	30	regular
_h6_4134	21355.4	21041.35	361920	E03C31	30	regular
_h6_4351	35251.15	13296.29	443801	3D0C02	30	regular
_h6_3028	8003.46	27790.98	-1	000	10	regular
_h6_3160	30224.16	21005.09	-1	000	10	regular
_h6_4345	22611.3	16334.21	17609	4B5320	30	maxLifetime
_h6_3749	30380.95	17229.65	-1	000	10	regular
_h6_1086	29587.31	20354.14	-1	000	10	regular
_h6_4603	33270.94	7907.41	-1	000	10	regular
_h6_769	26334.81	14468.05	189638	8F00FF	30	regular
_h6_1274	25903.03	9315.01	-1	000	10	regular
_h6_2129	24561.7	20694.86	399708	7FFFD4	30	regular
_h6_3653	26149.14	16504.35	189638	8F00FF	30	regular
_h6_5558	26164.61	24779.94	509489	FFC1CC	30	regular
_h5_4512	35061.69	21485.1	-1	000	10	regular
_h6_1034	25590.44	14795.52	189638	8F00FF	30	regular
_h6_4308	38200.51	11190.35	443801	3D0C02	30	regular
_h6_1847	23049.7	16531.41	17609	4B5320	30	maxLifetime
_h6_4037	25949.45	12955.5	-1	000	10	regular
_h6_3038	20134.52	22009.42	-1	000	10	regular
_h6_3684	33200.24	18857.07	138195	EEDC82	30	regular
_h6_1855	25776.5	17687.7	189638	8F00FF	30	regular
_h6_4264	36554.57	12909.66	443801	3D0C02	30	regular
_h6_2128	26538.45	12993.1	189638	8F00FF	30	regular
_h6_1538	22926.97	16555.06	17609	4B5320	30	maxLifetime
_h6_4251	13719.61	23062.85	-1	000	10	regular
_h6_2670	19056.14	18602.27	361920	E03C31	30	regular
_h6_3797	24310.62	20956.94	399708	7FFFD4	30	regular
_h6_1702	17933.55	14006.25	-1	000	10	regular
_h6_4759	38489.02	10969.96	443801	3D0C02	30	regular
_h6_1214	21321.06	18661.62	268482	B8860B	30	regular
_h6_1994	19466.7	22592.03	389804	008000	30	regular
_h6_4976	21061.24	24181.35	-1	000	10	regular
_h6_4457	22312.47	21041.12	399708	7FFFD4	30	regular
_h6_4149	21666.5	28313.53	-1	000	10	regular
_h6_2031	23198.3	21366.86	399708	7FFFD4	30	regular
_h5_4457	41275.95	26547.29	-1	000	10	regular
_h6_203	19236.01	16733.02	361920	E03C31	30	regular
_h6_4362	14896.58	26451.66	389804	008000	30	regular
_h5_4853	7190.8	12424.89	-1	000	10	regular
_h6_2667	24909.02	8832.3	229603	DA8A67	30	regular
_h6_1415	26146.75	14358.89	189638	8F00FF	30	regular
_h6_2445	19526.47	10980.13	-1	000	10	regular
_h6_2069	21064.05	16988.25	17609	4B5320	30	maxLifetime
_h6_3326	36525.47	26964.89	-1	000	10	regular
_h6_3448	10296.69	15117.64	-1	000	10	regular
_h6_1659	26121.35	16130.12	189638	8F00FF	30	regular
_h6_5048	23015.86	7946.28	312880	EF3038	30	regular
_h6_1956	11073.72	3053.18	-1	000	10	regular
_h6_2061	21471.84	17701.61	17609	4B5320	30	maxLifetime
_h6_1477	26181.42	14366.95	189638	8F00FF	30	regular
_h6_5420	11739.39	29916.32	-1	000	10	regular
_h6_2497	35310.15	5670.62	-1	000	10	regular
_h6_1567	26315.13	14444.38	189638	8F00FF	30	regular
_h6_1314	37789.03	22451.56	-1	000	10	regular
_h6_1658	22447.85	21768.82	-1	000	10	regular
_h6_2108	25786.77	18388.54	189638	8F00FF	30	regular
_h6_2166	22612.98	28910.41	-1	000	10	regular
_h6_1414	21150.49	17854.03	17609	4B5320	30	maxLifetime
_h6_4369	19685.27	20615.25	361920	E03C31	30	regular
_h5_4519	21651.06	4588.3	485148	FF007F	30	regular
_h6_1874	22836.39	14695.06	-1	000	10	regular
_h6_3281	23098.89	18034.88	268482	B8860B	30	regular
_h6_5030	25081.0	22174.69	399708	7FFFD4	30	regular
_h6_5315	13355.1	26893.03	-1	000	10	regular
_h6_2127	25808.49	18362.89	189638	8F00FF	30	regular
_h6_3965	24377.25	20898.62	399708	7FFFD4	30	regular
_h6_3916	12959.09	14908.54	294192	560319	30	regular
_h6_4644	21839.73	26221.53	-1	000	10	regular
_h6_4043	30289.73	24234.75	-1	000	10	regular
_h6_2920	26135.41	16365.79	189638	8F00FF	30	regular
_h6_2018	25862.98	17347.53	189638	8F00FF	30	regular
_h6_5273	15717.1	25518.92	389804	008000	30	regular
_h6_4700	13887.4	14629.7	294192	560319	30	regular
_h6_4730	41052.47	9450.18	443801	3D0C02	30	regular
_h6_1519	33517.39	17646.02	-1	000	10	regular
_h6_5319	25481.99	22894.71	399708	7FFFD4	30	regular
_h6_4207	22979.75	18854.79	268482	B8860B	30	regular
_h6_532	32634.0	13861.31	276789	8B008B	30	regular
_h6_1159	44073.17	25314.37	-1	000	10	regular
_h6_3081	19411.31	18338.49	361920	E03C31	30	regular
_h6_3635	13025.88	14875.39	294192	560319	30	regular
_h6_5481	32233.69	24928.21	506484	737000	30	regular
_h6_3892	23423.27	21352.86	399708	7FFFD4	30	regular
_h6_2412	22202.08	17362.61	17609	4B5320	30	maxLifetime
_h6_2305	28913.81	13590.75	276789	8B008B	30	regular
_h6_5028	33549.52	2262.7	-1	000	10	regular
_h6_1479	33172.83	18832.62	138195	EEDC82	30	regular
_h6_5561	15754.56	11398.16	-1	000	10	regular
_h6_4012	23213.95	18662.32	268482	B8860B	30	regular
_h6_3914	35210.5	13298.39	443801	3D0C02	30	regular
_h5_4118	31419.15	3575.48	-1	000	10	regular
_h6_2180	18919.1	12187.55	-1	000	10	regular
_h6_5663	34913.25	27005.2	527908	E97451	30	regular
_h6_3983	23138.3	18062.33	268482	B8860B	30	regular
_h6_1468	37815.73	22439.76	-1	000	10	regular
_h6_5170	22099.47	25071.66	-1	000	10	regular
_h6_5664	6970.19	15048.62	-1	000	10	regular
_h5_4461	10538.42	29219.41	477731	B5A642	30	regular
_h6_4780	39257.27	10653.43	443801	3D0C02	30	regular
_h6_5337	21808.33	25824.08	-1	000	10	regular
_h6_4610	18967.52	22933.53	389804	008000	30	regular
_h6_1753	25316.31	19364.16	399708	7FFFD4	30	regular
_h6_1431	26668.66	13982.49	189638	8F00FF	30	regular
_h6_1531	24075.02	16164.22	189638	8F00FF	30	regular
_h6_2977	42544.38	16392.69	465743	0D98BA	30	regular
_h6_1885	20529.34	20881.57	361920	E03C31	30	regular
_h6_765	15358.4	9439.15	-1	000	10	regular
_h6_4066	38050.6	11326.64	443801	3D0C02	30	regular
_h6_5416	11717.3	20373.69	-1	000	10	regular
_h6_5232	42636.82	9565.89	-1	000	10	regular
_h6_1490	26601.66	13293.1	189638	8F00FF	30	regular
_h6_1878	12325.65	15146.11	294192	560319	30	regular
_h6_5141	10586.6	15076.45	-1	000	10	regular
_h6_4593	20474.25	28040.36	-1	000	10	regular
_h6_4294	11966.36	14390.08	-1	000	10	regular
_h6_2444	26108.96	16156.84	189638	8F00FF	30	regular
_h6_4148	20665.14	20943.62	361920	E03C31	30	regular
_h6_552	19139.55	17719.17	361920	E03C31	30	regular
_h6_3141	26438.02	16762.69	189638	8F00FF	30	regular
_h6_3284	25890.7	14467.13	189638	8F00FF	30	regular
_h6_501	28823.67	17262.21	-1	000	10	regular
_h6_1592	20867.9	27076.02	-1	000	10	regular
_h6_3000	25773.14	17813.88	189638	8F00FF	30	regular
_h6_2864	44623.39	17088.33	-1	000	10	regular
_h6_5008	41780.71	9128.58	443801	3D0C02	30	regular
_h5_4711	22828.97	17515.65	268482	B8860B	30	regular
_h6_2630	26463.11	14093.11	189638	8F00FF	30	regular
_h6_3751	22787.31	18026.35	268482	B8860B	30	regular
_h6_2488	27934.5	13634.33	189638	8F00FF	30	regular
_h6_3500	15511.09	25993.21	389804	008000	30	regular
_h6_4713	38264.44	11146.35	443801	3D0C02	30	regular
_h6_5098	23564.81	24235.7	-1	000	10	regular
_h6_3875	19186.37	19462.1	361920	E03C31	30	regular
_h6_2918	21314.8	28093.61	-1	000	10	regular
_h6_2962	12302.51	20393.23	-1	000	10	regular
_h6_963	23635.84	15827.44	17609	4B5320	30	maxLifetime
_h5_4491	20036.36	16375.49	361920	E03C31	30	regular
_h6_1135	23302.0	21353.82	399708	7FFFD4	30	regular
_h6_4481	36494.88	18888.08	413190	6E7F80	30	regular
_h6_5577	44233.94	8884.31	-1	000	10	regular
_h6_4576	31963.73	19162.25	138195	EEDC82	30	regular
_h6_3480	37326.4	15017.46	-1	000	10	regular
_h6_2202	32386.52	13765.6	276789	8B008B	30	regular
_h5_4353	40990.74	17330.56	-1	000	10	regular
_h6_3331	21064.53	16991.66	17609	4B5320	30	maxLifetime
_h6_2663	27876.9	17032.95	189638	8F00FF	30	regular
_h6_3459	23376.72	19311.21	-1	000	10	regular
_h6_3020	15524.18	26017.94	389804	008000	30	regular
_h6_2311	10762.02	21471.26	-1	000	10	regular
_h6_3375	19152.07	16604.5	361920	E03C31	30	regular
_h6_3252	19204.01	18273.14	361920	E03C31	30	regular
_h6_1189	25210.21	14636.87	189638	8F00FF	30	regular
_h6_2303	22539.89	15615.47	-1	000	10	regular
_h6_5216	25447.33	14918.75	189638	8F00FF	30	regular
_h6_2408	23781.39	18395.44	-1	000	10	regular
_h6_2985	24814.32	11302.81	-1	000	10	regular
_h6_2660	25908.23	14463.96	189638	8F00FF	30	regular
_h6_4445	9911.95	15233.32	-1	000	10	regular
_h6_3458	19126.59	16519.47	361920	E03C31	30	regular
_h6_1227	15335.1	26712.09	-1	000	10	regular
_h6_764	15511.86	26020.68	389804	008000	30	regular
_h6_1236	25704.13	14676.17	189638	8F00FF	30	regular
_h6_949	19078.01	18414.28	361920	E03C31	30	regular
_h6_838	24644.46	15742.87	189638	8F00FF	30	regular
_h6_2966	18069.5	13583.24	-1	000	10	regular
_h6_3072	26051.48	17039.26	189638	8F00FF	30	regular
_h6_4403	23527.63	19621.5	-1	000	10	regular
_h6_3831	18071.25	18699.04	361920	E03C31	30	regular
_h6_2409	20157.1	18128.95	66505	CB4154	30	regular
_h6_3049	21609.46	11030.9	-1	000	10	regular
_h6_4404	38743.96	10823.38	443801	3D0C02	30	regular
_h6_3668	14801.88	15666.94	-1	000	10	regular
_h6_5580	7289.46	15094.16	-1	000	10	regular
_h6_3750	33319.83	13364.69	276789	8B008B	30	regular
_h5_4384	19161.58	13271.66	-1	000	10	regular
_h6_3891	32020.35	18052.48	138195	EEDC82	30	regular
_h6_2237	22209.68	17413.45	17609	4B5320	30	maxLifetime
_h5_4717	12077.65	15163.75	-1	000	10	regular
_h5_4697	21974.3	16976.64	17609	4B5320	30	maxLifetime
_h6_2289	26563.65	14002.53	189638	8F00FF	30	regular
_h6_4993	25065.74	16941.84	478212	CB4154	30	regular
_h5_4157	43797.3	20355.11	-1	000	10	regular
_h6_5347	20779.42	15949.39	-1	000	10	regular
_h5_3970	5005.56	19511.54	-1	000	10	regular
_h6_4292	21570.17	21163.55	-1	000	10	regular
_h6_4926	26129.48	4940.28	-1	000	10	regular
_h6_5417	41678.91	8958.26	443801	3D0C02	30	regular
_h6_1838	26510.49	12636.99	189638	8F00FF	30	regular
_h6_5189	41264.27	9129.07	443801	3D0C02	30	regular
_h6_627	24492.61	15219.72	189638	8F00FF	30	regular
_h6_634	19362.25	19890.38	361920	E03C31	30	regular
_h6_4613	43589.95	9231.41	-1	000	10	regular
_h6_2678	26873.82	13838.53	189638	8F00FF	30	regular
_h6_2282	23464.32	24123.51	-1	000	10	regular
_h5_4195	5985.46	23533.89	-1	000	10	regular
_h6_2290	26406.64	14255.62	189638	8F00FF	30	regular
_h6_4221	22830.91	6872.16	391191	FBCEB1	30	regular
_h6_4388	29223.39	13667.22	276789	8B008B	30	regular
_h6_3790	32060.01	13707.06	276789	8B008B	30	regular
_h6_2012	21412.23	17718.53	17609	4B5320	30	maxLifetime
_h6_2485	36312.81	23011.03	-1	000	10	regular
_h6_3572	16623.13	16418.87	-1	000	10	regular
_h6_5471	42486.74	8449.93	-1	000	10	regular
_h6_3920	29326.13	22019.55	-1	000	10	regular
_h6_1503	25626.07	14758.4	189638	8F00FF	30	regular
_h6_677	24132.39	16132.72	189638	8F00FF	30	regular
_h6_3699	38563.33	10925.28	443801	3D0C02	30	regular
_h6_5130	7957.23	28716.17	458451	333399	30	regular
_h6_4318	22785.37	6833.33	391191	FBCEB1	30	regular
_h6_4583	43129.43	9391.74	-1	000	10	regular
_h6_2733	22113.55	17731.91	17609	4B5320	30	maxLifetime
_h6_3415	33081.1	13412.26	276789	8B008B	30	regular
_h6_2284	46956.71	18307.82	-1	000	10	regular
_h6_1655	23237.79	17868.72	268482	B8860B	30	regular
_h6_2081	22959.46	18040.76	268482	B8860B	30	regular
_h6_4574	19166.74	22835.02	389804	008000	30	regular
_h6_214	23614.86	16363.72	17609	4B5320	30	maxLifetime
_h6_3722	25451.77	11791.95	-1	000	10	regular
_h6_466	16732.63	24640.96	389804	008000	30	regular
_h6_4450	15664.49	15221.11	294192	560319	30	regular
_h6_3976	19403.46	29805.63	-1	000	10	regular
_h6_5145	32257.58	28059.82	-1	000	10	regular
_h6_2508	15667.5	25552.53	389804	008000	30	regular
_h6_2414	26293.29	15010.65	189638	8F00FF	30	regular
_h5_4855	14105.29	27329.76	389804	008000	30	regular
_h6_3879	12696.73	10760.05	-1	000	10	regular
_h6_2304	32016.11	18031.38	138195	EEDC82	30	regular
_h6_4701	28090.69	10260.8	-1	000	10	regular
_h5_4837	19620.05	20497.53	361920	E03C31	30	regular
_h5_4838	19215.21	19552.72	361920	E03C31	30	regular
_h6_3488	23103.4	18038.02	268482	B8860B	30	regular
_h6_5329	16555.91	24877.06	389804	008000	30	regular
_h6_3011	26153.37	15933.16	189638	8F00FF	30	regular
_h6_4955	6873.5	12565.55	-1	000	10	regular
_h6_4586	14542.42	14697.32	294192	560319	30	regular
_h5_4836	40780.45	6549.54	-1	000	10	regular
_h6_4770	22213.61	17429.83	17609	4B5320	30	maxLifetime
_h6_3355	21870.57	18649.13	268482	B8860B	30	regular
_h5_4800	40807.36	17300.22	-1	000	10	regular
_h6_3841	19046.38	16108.86	361920	E03C31	30	regular
_h6_4258	12112.67	28705.75	365706	7CB9E8	30	regular
_h6_5262	22009.36	25223.69	-1	000	10	regular
_h5_4803	30633.92	6906.83	-1	000	10	regular
_h6_930	21045.69	16988.88	17609	4B5320	30	maxLifetime
_h5_4802	24614.38	20621.57	399708	7FFFD4	30	regular
_h6_2585	24950.46	16993.16	478212	CB4154	30	regular
_h6_3319	19289.95	16486.46	361920	E03C31	30	regular
_h6_2342	24094.81	16153.6	189638	8F00FF	30	regular
_h5_4424	8735.26	25549.84	-1	000	10	regular
_h6_4177	19684.43	19753.59	361920	E03C31	30	regular
_h6_1841	25476.15	14909.92	189638	8F00FF	30	regular
_h6_5365	42605.62	8416.12	-1	000	10	regular
_h6_5238	22908.49	18027.96	268482	B8860B	30	regular
_h6_862	23528.26	16390.62	17609	4B5320	30	maxLifetime
_h6_1319	23377.95	16050.27	17609	4B5320	30	maxLifetime
_h6_5374	18583.88	12146.98	-1	000	10	regular
_h6_3549	23507.66	15924.48	17609	4B5320	30	maxLifetime
_h6_3547	22253.79	9893.56	-1	000	10	regular
_h6_2880	28021.58	13619.14	189638	8F00FF	30	regular
_h6_2662	32466.62	13894.99	276789	8B008B	30	regular
_h6_2579	21593.84	20828.63	-1	000	10	regular
_h6_2328	22901.65	18074.73	268482	B8860B	30	regular
_h6_5518	15254.37	26042.75	389804	008000	30	regular
_h6_1798	19136.87	16525.97	361920	E03C31	30	regular
_h6_1628	32511.62	13706.0	276789	8B008B	30	regular
_h6_2299	11956.44	23889.98	-1	000	10	regular
_h5_4868	19141.74	16474.64	361920	E03C31	30	regular
_h6_3818	22135.03	21123.69	399708	7FFFD4	30	regular
_h6_1915	11548.32	12170.44	-1	000	10	regular
_h6_2059	25797.99	18249.29	189638	8F00FF	30	regular
_h6_4488	36226.37	13116.83	443801	3D0C02	30	regular
_h6_1820	25879.91	14463.56	189638	8F00FF	30	regular
_h6_4719	19377.08	22687.0	389804	008000	30	regular
_h6_2483	17866.54	23317.29	389804	008000	30	regular
_h6_884	21862.57	16413.42	17609	4B5320	30	maxLifetime
_h6_830	22056.48	21160.03	-1	000	10	regular
_h6_1924	26008.26	14382.13	189638	8F00FF	30	regular
_h6_1084	31353.13	17843.89	138195	EEDC82	30	regular
_h6_2838	19211.41	16439.82	361920	E03C31	30	regular
_h6_5021	42323.38	9350.65	-1	000	10	regular
_h6_5061	25282.05	22587.87	399708	7FFFD4	30	regular
_h6_3498	26240.37	14756.73	189638	8F00FF	30	regular
_h6_3937	10935.34	29068.75	365706	7CB9E8	30	regular
_h6_3134	19534.08	20144.66	361920	E03C31	30	regular
_h6_3234	28960.56	13600.67	276789	8B008B	30	regular
_h6_2599	27971.15	13631.29	189638	8F00FF	30	regular
_h6_5165	16088.03	25243.54	389804	008000	30	regular
_h6_2252	26341.61	14477.95	189638	8F00FF	30	regular
_h6_5023	20944.29	26685.23	-1	000	10	regular
_h6_1220	20794.09	18614.06	268482	B8860B	30	regular
_h6_200	22099.64	18630.72	268482	B8860B	30	regular
_h6_163	19093.64	16144.39	361920	E03C31	30	regular
_h6_1846	34329.07	27508.2	-1	000	10	regular
_h6_2804	26262.46	14537.66	189638	8F00FF	30	regular
_h6_3193	26079.52	16698.29	189638	8F00FF	30	regular
_h6_4284	13374.08	24763.21	-1	000	10	regular
_h6_4112	22814.26	6853.34	391191	FBCEB1	30	regular
_h6_1251	22647.58	11480.77	-1	000	10	regular
_h6_1013	25913.36	14459.96	189638	8F00FF	30	regular
_h6_5466	28442.78	22650.33	-1	000	10	regular
_h6_1935	22195.82	17233.83	17609	4B5320	30	maxLifetime
_h6_3438	18724.76	15755.4	361920	E03C31	30	regular
_h5_4162	24287.51	15371.09	189638	8F00FF	30	regular
_h6_4941	22814.45	22794.52	-1	000	10	regular
_h6_1726	8538.75	26614.2	-1	000	10	regular
_h6_766	18472.41	15626.81	361920	E03C31	30	regular
_h6_2751	19068.51	18826.06	361920	E03C31	30	regular
_h6_4740	6793.97	21185.44	-1	000	10	regular
_h6_2682	25044.05	19764.34	399708	7FFFD4	30	regular
_h6_4465	37171.36	12247.94	443801	3D0C02	30	regular
_h6_4792	40912.51	9573.27	443801	3D0C02	30	regular
_h6_5401	38923.76	23841.31	262965	FFD300	30	regular
_h6_5425	33747.32	21510.61	-1	000	10	regular
_h6_1845	26412.6	14163.17	189638	8F00FF	30	regular
_h6_3389	9472.19	29203.38	477731	B5A642	30	regular
_h6_5564	11770.55	30013.94	-1	000	10	regular
_h6_3118	31856.23	19801.18	138195	EEDC82	30	regular
_h6_1179	26611.2	13341.31	189638	8F00FF	30	regular
_h6_2964	22829.5	17543.89	268482	B8860B	30	regular
_h6_5598	19060.96	16135.95	361920	E03C31	30	regular
_h6_25	16927.84	15433.81	294192	560319	30	regular
_h6_3987	18619.65	15706.16	361920	E03C31	30	regular
_h6_5508	26231.22	24950.51	509489	FFC1CC	30	regular
_h6_3712	8844.3	25646.73	-1	000	10	regular
