id	x	y	group	color	size
_h5_4339	37527.9	30487.23	-1	ddd	10
_h5_4338	19374.35	21663.77	108	E5AA70	50
_h5_4310	19374.18	21660.48	108	E5AA70	50
_h6_202	16371.23	14955.23	2	FF7F50	50
_h5_4448	29542.91	26248.18	81	E0B582	50
_h5_3792	29689.81	26188.06	81	E0B582	50
_h5_4347	29258.4	26343.7	81	E0B582	50
_h5_4324	29455.52	26279.61	81	E0B582	50
_h5_4333	26372.9	23249.72	196	7E5E60	50
_h5_4365	26544.5	23237.82	196	7E5E60	50
_h5_4332	26593.72	25972.75	152	AA381E	50
_h5_4209	26360.61	25727.94	152	AA381E	50
_h5_4280	26558.39	25946.8	152	AA381E	50
_h5_4302	26874.54	26124.48	152	AA381E	50
_h5_4331	17754.56	24605.68	187	F64A8A	50
_h5_3941	21912.92	27462.58	53	E75480	50
_h5_4116	21710.29	27270.14	53	E75480	50
_h5_4631	20712.12	24397.95	-1	ddd	10
_h5_3684	17978.02	24527.34	187	F64A8A	50
_h5_4330	33146.23	21227.21	-1	ddd	10
_h5_4669	36621.63	16811.85	-1	ddd	10
_h5_4337	16949.58	24567.24	187	F64A8A	50
_h5_3594	16998.55	24569.61	187	F64A8A	50
_h5_4036	18744.33	21667.22	108	E5AA70	50
_h5_4068	19721.36	23250.87	276	856088	50
_h5_4362	19850.91	21646.02	-1	ddd	10
_h5_4378	16701.41	24566.61	187	F64A8A	50
_h5_4336	26130.56	23173.93	196	7E5E60	50
_h5_3703	19427.09	20034.82	170	0047AB	50
_h5_3818	22755.34	17461.24	166	AB4E52	50
_h5_3819	22849.8	16801.35	1228	7CB9E8	50
_h5_4049	26403.27	23239.31	196	7E5E60	50
_h5_4360	26044.56	22946.69	196	7E5E60	50
_h5_4487	26139.1	23215.99	196	7E5E60	50
_h5_3849	19802.15	19580.7	170	0047AB	50
_h5_3860	19637.15	19759.75	170	0047AB	50
_h5_4335	27637.88	26293.49	152	AA381E	50
_h5_4128	25657.44	25274.28	152	AA381E	50
_h5_4334	23408.77	23572.84	15	F7E98E	50
_h5_4308	23238.79	23689.34	15	F7E98E	50
_h5_4724	19684.9	19580.45	170	0047AB	50
_h5_3731	15273.28	13530.56	2	FF7F50	50
_h5_4715	18497.92	17816.41	-1	ddd	10
_h5_4730	19719.94	19428.32	170	0047AB	50
_h5_4725	23512.73	18657.63	138	CC6666	50
_h5_4743	23353.29	18636.62	138	CC6666	50
_h5_4689	34242.08	20499.08	346	FFBF00	50
_h5_4134	33980.91	20599.12	346	FFBF00	50
_h5_4688	27073.72	28264.72	-1	ddd	10
_h5_4720	20443.12	11295.4	-1	ddd	10
_h5_4700	20347.64	10935.15	-1	ddd	10
_h5_4721	24649.37	18500.07	301	CCFF00	50
_h5_4749	24654.71	18498.35	301	CCFF00	50
_h5_4722	21807.0	21241.5	197	A6E7FF	50
_h5_4638	22298.18	22967.49	60	6F00FF	50
_h5_4723	36875.67	27401.18	84	014421	50
_h5_4153	40356.96	33237.78	-1	ddd	10
_h5_4620	37103.92	27671.41	84	014421	50
_h5_4642	37073.25	27634.75	84	014421	50
_h5_4741	36769.77	27283.78	84	014421	50
_h5_4745	36946.27	27483.18	84	014421	50
_h5_4779	37026.16	27578.43	84	014421	50
_h5_4683	22949.09	20221.16	-1	ddd	10
_h5_4644	24096.1	18886.84	138	CC6666	50
_h5_4682	36818.24	22760.3	-1	ddd	10
_h5_4681	26291.82	24527.26	196	7E5E60	50
_h5_4680	36453.68	27017.13	84	014421	50
_h5_4735	36548.92	27085.98	84	014421	50
_h5_4687	35201.88	18390.85	-1	ddd	10
_h5_4686	21668.54	19327.91	-1	ddd	10
_h5_4685	16174.4	20614.9	293	BE0032	50
_h5_4671	16336.5	20669.54	293	BE0032	50
_h5_4684	43150.88	23845.19	-1	ddd	10
_h6_10	15973.47	14489.12	2	FF7F50	50
_h5_4236	16610.26	15168.57	2	FF7F50	50
_h5_4690	13753.93	16884.46	-1	ddd	10
_h5_4718	26900.98	11512.07	-1	ddd	10
_h5_4777	14597.36	12801.24	-1	ddd	10
_h5_4467	19313.42	17257.69	171	0072BB	50
_h5_4709	13890.95	12295.67	-1	ddd	10
_h5_4805	19219.35	17190.03	171	0072BB	50
_h5_4738	14098.92	12659.4	2	FF7F50	50
_h5_4770	14661.73	12422.52	-1	ddd	10
_h5_4861	42403.25	23256.82	-1	ddd	10
_h6_156	19782.18	23569.39	-1	ddd	10
_h5_4668	16693.24	15284.69	2	FF7F50	50
_h5_4845	12310.26	24850.82	-1	ddd	10
_h6_615	14888.0	13542.56	2	FF7F50	50
_h5_4445	32364.53	26405.1	25497	568203	50
_h5_4226	32539.46	26459.26	25497	568203	50
_h5_4558	32669.87	26496.21	61	B48395	50
_h6_6	22080.63	14897.85	1228	7CB9E8	50
_h5_4444	22548.82	16476.06	-1	ddd	10
_h5_3725	19736.14	18004.6	170	0047AB	50
_h5_4450	25345.5	20643.77	196	7E5E60	50
_h5_4480	19185.39	22040.42	108	E5AA70	50
_h6_693	6957.71	24949.74	-1	ddd	10
_h5_3652	23574.92	28128.35	-1	ddd	10
_h5_3877	22681.56	28752.23	-1	ddd	10
_h6_138	7567.04	27621.1	2873	72A0C1	50
